#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
22	-4091570	-4070214	-4045523	-4070730	-4031743	-4014840	-4092651	-4139635	-4132321	-4160516
23	-4091922	-4070022	-4045273	-4071162	-4031711	-4014644	-4092235	-4140101	-4132300	-4161256
24	-4091713	-4070132	-4046067	-4071199	-4031568	-4015591	-4093002	-4139858	-4132888	-4162038
25	-4091525	-4070616	-4045447	-4070710	-4032000	-4015420	-4093210	-4138604	-4132703	-4162306
26	-4091817	-4070133	-4045067	-4071243	-4032212	-4015839	-4093444	-4138623	-4133209	-4162420
27	-4092269	-4069725	-4045496	-4071489	-4032389	-4016085	-4094174	-4138896	-4133737	-4162442
28	-4091914	-4069612	-4044563	-4071763	-4032672	-4016079	-4094506	-4138806	-4133858	-4163428
29	-4092120	-4069886	-4045137	-4071228	-4033960	-4016363	-4094393	-4138517	-4132466	-4163052
30	-4092762	-4070236	-4045281	-4071408	-4034303	-4015373	-4095080	-4138092	-4133031	-4163807
31	-4092306	-4070147	-4045490	-4071426	-4034526	-4015145	-4096068	-4138329	-4133007	-4164133
32	-4091493	-4069969	-4044863	-4071259	-4034299	-4015573	-4096349	-4139185	-4132977	-4164716
33	-4091271	-4069503	-4045265	-4071740	-4034619	-4015807	-4096413	-4140303	-4132947	-4165978
34	-4091427	-4069225	-4045380	-4071577	-4034950	-4016036	-4096557	-4140363	-4132971	-4166229
35	-4091842	-4068523	-4046990	-4071788	-4035216	-4016108	-4097618	-4140482	-4132584	-4166224
36	-4091408	-4068039	-4047837	-4071464	-4035069	-4016534	-4097969	-4140238	-4133036	-4166177
37	-4091299	-4067783	-4048300	-4071386	-4034862	-4016150	-4097145	-4141149	-4133438	-4166324
38	-4090671	-4067095	-4048153	-4071344	-4034684	-4015252	-4097728	-4142026	-4133802	-4166875
39	-4090499	-4066713	-4047852	-4071491	-4034568	-4015288	-4098455	-4142161	-4133363	-4166716
40	-4090221	-4067323	-4047342	-4070879	-4034594	-4014732	-4098557	-4142317	-4133527	-4166188
41	-4090157	-4067673	-4046940	-4070796	-4034498	-4014504	-4098930	-4142607	-4133538	-4165817
42	-4090101	-4068307	-4046785	-4070906	-4034379	-4014905	-4098272	-4142376	-4133188	-4165797
43	-4090523	-4068949	-4046563	-4071327	-4034582	-4015140	-4097359	-4141724	-4133215	-4165312
44	-4090860	-4069746	-4046681	-4070936	-4035508	-4014831	-4097427	-4141591	-4133371	-4165312
45	-4091956	-4070232	-4046768	-4070975	-4035931	-4015460	-4097606	-4141103	-4133530	-4164164
46	-4091702	-4070018	-4045988	-4071228	-4036267	-4015431	-4097650	-4141371	-4133257	-4164175
47	-4091794	-4068864	-4046193	-4071580	-4036036	-4015069	-4097902	-4142193	-4133228	-4164654
48	-4091010	-4069218	-4046658	-4071400	-4035693	-4015598	-4097646	-4141798	-4132673	-4164183
49	-4090816	-4070035	-4047239	-4071661	-4035466	-4016283	-4098099	-4141621	-4132637	-4164848
50	-4090602	-4069893	-4047771	-4071469	-4035126	-4016249	-4098160	-4141472	-4132600	-4164056
51	-4090963	-4070299	-4048362	-4071419	-4035705	-4016154	-4098081	-4142124	-4133020	-4164250
52	-4090685	-4069934	-4048098	-4070744	-4035815	-4015597	-4097577	-4141635	-4132989	-4164710
53	-4090618	-4070050	-4047300	-4070530	-4035494	-4015690	-4097016	-4141691	-4133219	-4164878
54	-4090462	-4070076	-4046580	-4070393	-4036219	-4015198	-4096877	-4141537	-4133127	-4164780
55	-4090666	-4070930	-4046830	-4070291	-4035979	-4015100	-4096859	-4141888	-4133423	-4164951
56	-4091704	-4071178	-4047090	-4069957	-4035297	-4015034	-4097385	-4142153	-4133713	-4164807
57	-4091680	-4071421	-4046584	-4069775	-4035888	-4014828	-4097292	-4142059	-4133739	-4164845
58	-4090759	-4071750	-4046311	-4069435	-4036048	-4014579	-4097379	-4141180	-4133435	-4165640
59	-4090847	-4072160	-4046537	-4069763	-4035248	-4014640	-4097391	-4141479	-4133302	-4165241
60	-4090329	-4071984	-4045898	-4070220	-4035255	-4015022	-4097376	-4142231	-4133502	-4165537
61	-4090561	-4072544	-4046792	-4070002	-4035319	-4015419	-4097739	-4142342	-4132728	-4165669
62	-4089799	-4072856	-4047414	-4070026	-4036284	-4014721	-4097902	-4143126	-4132480	-4165650
63	-4089383	-4072887	-4047608	-4070816	-4036334	-4014652	-4097169	-4143250	-4132326	-4165401
64	-4089669	-4072436	-4047176	-4070559	-4036105	-4014782	-4097858	-4143219	-4132801	-4165779
65	-4089562	-4071948	-4046629	-4070677	-4036505	-4014198	-4097440	-4143231	-4133958	-4166208
66	-4089682	-4071449	-4046486	-4070996	-4036406	-4013411	-4098363	-4143004	-4134220	-4166511
67	-4089425	-4071587	-4046535	-4071334	-4035565	-4013252	-4098065	-4142982	-4135215	-4167071
68	-4089642	-4071766	-4047467	-4071955	-4035588	-4013208	-4096736	-4143427	-4135564	-4167608
69	-4089775	-4071233	-4047126	-4072161	-4035986	-4013580	-4096447	-4143526	-4135011	-4167891
70	-4089952	-4070865	-4047763	-4071974	-4036212	-4013882	-4096381	-4142948	-4135661	-4167149
71	-4089544	-4070903	-4047287	-4071406	-4035158	-4012815	-4096389	-4142504	-4136111	-4166293
72	-4089202	-4070835	-4047257	-4071477	-4035190	-4012327	-4096469	-4142548	-4135706	-4166580
73	-4089282	-4071059	-4046636	-4071301	-4035408	-4012195	-4096604	-4143072	-4135431	-4166743
74	-4089176	-4071285	-4046760	-4071137	-4036235	-4011983	-4096829	-4142803	-4134886	-4165776
75	-4089059	-4071178	-4046907	-4071290	-4037030	-4011512	-4096506	-4142604	-4133874	-4165833
76	-4088836	-4071345	-4047361	-4071094	-4037517	-4012193	-4096387	-4142354	-4133033	-4165534
77	-4089019	-4071324	-4047005	-4070628	-4037829	-4012736	-4096684	-4142110	-4132587	-4165616
78	-4090045	-4070922	-4046930	-4070254	-4036965	-4012474	-4097002	-4142937	-4132702	-4165407
79	-4089984	-4069881	-4047191	-4070128	-4036996	-4012033	-4097345	-4143335	-4132644	-4164816
80	-4089315	-4070144	-4046544	-4069284	-4037850	-4011737	-4097569	-4143219	-4132498	-4165328
81	-4090315	-4070603	-4047194	-4068139	-4037788	-4012799	-4098350	-4142535	-4131907	-4165775
82	-4090622	-4070118	-4047189	-4068727	-4038027	-4011903	-4098224	-4142676	-4131454	-4165329
83	-4090885	-4070685	-4047152	-4069038	-4039082	-4011732	-4098277	-4141972	-4130383	-4166507
84	-4091437	-4070270	-4046880	-4068844	-4039195	-4012114	-4098793	-4141375	-4131120	-4167075
85	-4091478	-4070516	-4046367	-4068926	-4039353	-4012091	-4098703	-4140954	-4130991	-4166322
86	-4092548	-4070142	-4046121	-4069284	-4039269	-4012035	-4097743	-4140755	-4129733	-4166232
87	-4092581	-4070453	-4047064	-4069841	-4039804	-4011640	-4097152	-4140599	-4130470	-4165580
88	-4092342	-4070532	-4046647	-4070454	-4039513	-4011218	-4097310	-4140220	-4130620	-4165250
89	-4092272	-4071850	-4045951	-4069513	-4039407	-4011099	-4097787	-4140330	-4130368	-4166681
90	-4093011	-4073112	-4046212	-4069275	-4040139	-4011086	-4097514	-4140119	-4130152	-4167359
91	-4093634	-4073325	-4046089	-4069771	-4039472	-4010459	-4097314	-4140051	-4129737	-4167430
92	-4093795	-4073584	-4044950	-4069526	-4040506	-4010160	-4097755	-4140127	-4129911	-4167191
93	-4093696	-4074464	-4043977	-4069310	-4040425	-4010420	-4098045	-4140156	-4129681	-4167045
94	-4094445	-4075454	-4043719	-4069996	-4040488	-4011065	-4098303	-4139709	-4130090	-4166104
95	-4094633	-4075655	-4043754	-4069534	-4040461	-4010615	-4099222	-4139772	-4129915	-4166567
96	-4095104	-4075993	-4044150	-4069132	-4040191	-4011451	-4099144	-4139926	-4129946	-4166788
97	-4095911	-4075486	-4044181	-4070168	-4040396	-4011895	-4099293	-4140070	-4130936	-4166236
98	-4095382	-4074714	-4044755	-4069241	-4040112	-4011983	-4099736	-4140219	-4131361	-4166767
99	-4095194	-4074367	-4044344	-4068883	-4040053	-4012218	-4098587	-4140536	-4131581	-4166373
100	-4094682	-4074569	-4044354	-4069191	-4040098	-4012099	-4098331	-4140403	-4131990	-4166432
101	-4094388	-4074006	-4044723	-4070138	-4040030	-4011892	-4098581	-4140068	-4132321	-4166344
102	-4093845	-4073939	-4045214	-4070034	-4039149	-4011915	-4098964	-4140173	-4132950	-4165655
103	-4093524	-4072878	-4045821	-4070048	-4038864	-4011898	-4098792	-4140309	-4132553	-4165508
104	-4093182	-4072477	-4044759	-4070469	-4038929	-4012342	-4098994	-4139835	-4132302	-4165592
105	-4093636	-4072021	-4044392	-4070406	-4038625	-4012408	-4099063	-4138964	-4132601	-4165586
106	-4094565	-4071470	-4044155	-4069808	-4038595	-4011791	-4098371	-4138801	-4132765	-4166226
107	-4094668	-4071403	-4043884	-4070031	-4038554	-4012425	-4098628	-4138852	-4132400	-4166436
108	-4095144	-4070815	-4045013	-4070631	-4038859	-4012384	-4098747	-4138365	-4132205	-4166301
109	-4095901	-4070598	-4044413	-4070467	-4039770	-4012665	-4099023	-4138031	-4131977	-4166037
110	-4095778	-4070441	-4045196	-4070556	-4040520	-4012615	-4097117	-4138089	-4132676	-4166740
111	-4096839	-4071084	-4045158	-4071372	-4040578	-4013259	-4096994	-4138061	-4133132	-4166885
112	-4096742	-4071216	-4044547	-4071920	-4041142	-4013285	-4097744	-4137939	-4133116	-4167192
113	-4097402	-4070804	-4044056	-4072218	-4041708	-4012963	-4097719	-4137547	-4133126	-4166534
114	-4097154	-4071208	-4044788	-4072087	-4042124	-4012954	-4097636	-4138664	-4133334	-4166553
115	-4097888	-4070884	-4044572	-4072206	-4042515	-4013311	-4097674	-4138822	-4133248	-4166698
116	-4097684	-4070146	-4044930	-4072687	-4042678	-4012943	-4097681	-4138345	-4132578	-4166514
117	-4097033	-4069677	-4045558	-4073603	-4042192	-4012659	-4097992	-4138630	-4132180	-4166619
118	-4096418	-4070616	-4044743	-4073237	-4042316	-4012894	-4098435	-4138392	-4132319	-4167081
119	-4095941	-4070516	-4045714	-4073418	-4042362	-4012840	-4098122	-4137849	-4132567	-4167690
120	-4095280	-4070979	-4045477	-4072570	-4042139	-4012354	-4097704	-4137101	-4133006	-4167839
121	-4094072	-4071779	-4044988	-4072053	-4042854	-4012270	-4098424	-4137234	-4133274	-4167474
122	-4093735	-4072516	-4045077	-4071974	-4042115	-4012405	-4098595	-4137342	-4133154	-4168620
123	-4094793	-4072345	-4045656	-4071882	-4042287	-4013208	-4098960	-4136899	-4132476	-4168949
124	-4095154	-4072629	-4046585	-4071505	-4042610	-4013580	-4098341	-4137176	-4132020	-4168744
125	-4094947	-4072626	-4046804	-4071555	-4042777	-4013946	-4098151	-4136784	-4132232	-4168841
126	-4094882	-4073078	-4047060	-4071528	-4042987	-4013854	-4099529	-4136567	-4132184	-4168473
127	-4095294	-4072701	-4046344	-4071339	-4043780	-4013432	-4099334	-4136803	-4132679	-4168376
128	-4095881	-4072704	-4046607	-4070812	-4042907	-4012474	-4099821	-4138438	-4132744	-4168180
129	-4095049	-4072571	-4047152	-4071173	-4042964	-4011874	-4099494	-4138606	-4132415	-4168283
130	-4095069	-4072277	-4047239	-4070117	-4043341	-4012034	-4100086	-4139088	-4132608	-4168880
131	-4095882	-4072253	-4046988	-4070533	-4043786	-4010987	-4099948	-4138951	-4132975	-4169409
132	-4095899	-4071460	-4046685	-4069712	-4044103	-4010402	-4099298	-4139232	-4133620	-4169190
133	-4095792	-4071927	-4047115	-4068757	-4043636	-4010314	-4098164	-4139024	-4133935	-4168836
134	-4095706	-4071828	-4046808	-4068666	-4043436	-4010156	-4098835	-4139050	-4134089	-4169341
135	-4095919	-4071606	-4046660	-4068923	-4044532	-4010600	-4097909	-4138968	-4135495	-4169219
136	-4095900	-4071966	-4047134	-4069300	-4044574	-4010809	-4098637	-4139031	-4135152	-4169470
137	-4095912	-4071895	-4047478	-4068375	-4045011	-4011071	-4097873	-4139350	-4135118	-4169519
138	-4095654	-4071819	-4047947	-4067692	-4045795	-4010670	-4097652	-4138925	-4135714	-4169766
139	-4095577	-4071154	-4047912	-4067630	-4045582	-4010776	-4096771	-4139308	-4135723	-4169453
140	-4095571	-4070305	-4048167	-4067443	-4045283	-4009562	-4096657	-4139870	-4136358	-4168853
141	-4094356	-4068898	-4048114	-4067661	-4045385	-4009738	-4096636	-4140136	-4136477	-4169173
142	-4093573	-4069757	-4047757	-4067536	-4045391	-4009811	-4096725	-4139864	-4137479	-4168781
143	-4093593	-4069211	-4047943	-4067504	-4045403	-4008829	-4096347	-4139578	-4137412	-4168541
144	-4093587	-4068834	-4049037	-4067711	-4045036	-4009655	-4096346	-4140035	-4137481	-4168387
145	-4093939	-4069684	-4048866	-4067565	-4045355	-4009871	-4096469	-4139882	-4137420	-4168275
146	-4093489	-4069548	-4048821	-4066010	-4044858	-4010178	-4096440	-4139414	-4136592	-4167543
147	-4092983	-4069864	-4049757	-4066187	-4044573	-4009298	-4096541	-4139409	-4137044	-4166969
148	-4092851	-4069829	-4049142	-4066618	-4044327	-4008951	-4095840	-4140142	-4138177	-4168004
149	-4092314	-4069767	-4049117	-4066822	-4043813	-4008807	-4095702	-4140400	-4138266	-4167732
150	-4092753	-4069178	-4048764	-4067522	-4042576	-4009185	-4095068	-4140167	-4138344	-4167355
151	-4093424	-4068713	-4048695	-4067565	-4042599	-4009600	-4095194	-4139822	-4138714	-4167110
152	-4092875	-4068404	-4048454	-4066939	-4042939	-4009283	-4095860	-4138875	-4138931	-4165772
153	-4092523	-4068721	-4049038	-4067301	-4042608	-4009113	-4095827	-4138913	-4139766	-4166479
154	-4092061	-4069159	-4047977	-4067035	-4042470	-4009818	-4096252	-4139296	-4139904	-4167067
155	-4091867	-4069628	-4047893	-4066707	-4043013	-4009729	-4096448	-4138929	-4140116	-4166064
156	-4091198	-4069818	-4047943	-4066874	-4043594	-4009766	-4096982	-4139195	-4140556	-4165175
157	-4092039	-4069835	-4047693	-4066902	-4042895	-4010148	-4096717	-4139046	-4139820	-4164876
158	-4092027	-4069706	-4047747	-4067009	-4043110	-4008405	-4097066	-4139166	-4139102	-4165065
159	-4092569	-4069620	-4047768	-4067289	-4042968	-4008800	-4097214	-4138617	-4138979	-4165025
160	-4092882	-4069561	-4048316	-4068354	-4042815	-4008871	-4096226	-4138516	-4138955	-4164811
161	-4092486	-4069553	-4048998	-4068389	-4043494	-4009089	-4095838	-4138590	-4138947	-4164654
162	-4092729	-4069533	-4049979	-4068983	-4042918	-4009104	-4096434	-4139304	-4138321	-4163744
163	-4092957	-4069214	-4050457	-4069235	-4042416	-4008603	-4096329	-4139852	-4138513	-4164027
164	-4092734	-4069525	-4050999	-4068918	-4042151	-4007637	-4096813	-4140578	-4138725	-4163798
165	-4092652	-4070168	-4051318	-4069634	-4042267	-4007088	-4097041	-4140568	-4138528	-4163068
166	-4092911	-4071004	-4050256	-4069901	-4042033	-4006821	-4096364	-4140281	-4138456	-4163079
167	-4093114	-4070342	-4049816	-4069829	-4042593	-4006972	-4096580	-4140693	-4138469	-4163753
168	-4092347	-4070264	-4049367	-4070399	-4042537	-4006307	-4095382	-4140529	-4138927	-4164095
169	-4092314	-4069672	-4049134	-4069789	-4042806	-4005863	-4095907	-4140551	-4138984	-4165487
170	-4092818	-4069141	-4048624	-4069514	-4042431	-4006115	-4096725	-4140780	-4138277	-4165884
171	-4093722	-4069890	-4049267	-4069564	-4042519	-4006380	-4098056	-4141862	-4138133	-4165591
172	-4093438	-4070294	-4050175	-4070039	-4042668	-4006497	-4098394	-4141478	-4137419	-4164844
173	-4092801	-4070231	-4050685	-4070531	-4042647	-4007131	-4099683	-4140689	-4137147	-4164641
174	-4092282	-4070278	-4050215	-4070023	-4043166	-4007686	-4099800	-4140326	-4136408	-4165102
175	-4091560	-4069881	-4050483	-4069406	-4043304	-4008406	-4099320	-4139915	-4136667	-4165604
176	-4092089	-4070274	-4051247	-4069743	-4043193	-4008443	-4099267	-4140334	-4136300	-4165596
177	-4092544	-4069812	-4051140	-4069938	-4042495	-4008218	-4100066	-4140682	-4135761	-4165375
178	-4091865	-4070498	-4051157	-4070062	-4043122	-4008167	-4099773	-4140187	-4136289	-4165672
179	-4092220	-4070664	-4051534	-4069034	-4041712	-4008106	-4099613	-4139771	-4135849	-4165701
180	-4092188	-4070735	-4050707	-4068854	-4041641	-4007589	-4099809	-4140200	-4136209	-4165290
181	-4092597	-4070861	-4050561	-4068431	-4041818	-4008324	-4099867	-4139994	-4135865	-4165815
182	-4093777	-4070421	-4050437	-4068518	-4041425	-4008202	-4100893	-4140373	-4136046	-4166509
183	-4093121	-4070401	-4050855	-4068983	-4041262	-4008335	-4100703	-4140602	-4136187	-4166696
184	-4092936	-4070598	-4050893	-4068557	-4041188	-4008322	-4100535	-4139618	-4136082	-4165981
185	-4093100	-4071464	-4050837	-4068604	-4041336	-4008741	-4100227	-4139428	-4135584	-4165930
186	-4093665	-4071676	-4050630	-4068725	-4041515	-4008952	-4101085	-4139550	-4135362	-4166678
187	-4093844	-4071094	-4050792	-4068150	-4041027	-4009275	-4101269	-4139885	-4135303	-4165944
188	-4093678	-4071641	-4050670	-4067633	-4040354	-4009226	-4100907	-4140425	-4135297	-4166094
189	-4093924	-4072155	-4049803	-4067485	-4039743	-4009516	-4100988	-4140793	-4134891	-4166239
190	-4093782	-4072437	-4050367	-4067758	-4040380	-4009621	-4101454	-4140483	-4134782	-4166111
191	-4093801	-4072659	-4049855	-4067773	-4040354	-4010442	-4101630	-4140551	-4135333	-4166797
192	-4093445	-4073379	-4050361	-4067776	-4040321	-4010268	-4102248	-4140149	-4135918	-4166603
193	-4093698	-4073362	-4049832	-4067986	-4040147	-4010509	-4102687	-4139832	-4136690	-4166447
194	-4093311	-4073447	-4049552	-4068167	-4040222	-4010900	-4103114	-4140471	-4137643	-4166694
195	-4093330	-4073327	-4049960	-4069029	-4039714	-4010823	-4103223	-4140211	-4138225	-4165766
196	-4093234	-4072948	-4049637	-4069410	-4039811	-4011246	-4102790	-4140129	-4137522	-4165273
197	-4093061	-4073191	-4048986	-4069940	-4039568	-4011570	-4102966	-4139870	-4137577	-4166014
198	-4092611	-4073078	-4049298	-4069868	-4039953	-4012263	-4102823	-4139954	-4137245	-4166243
199	-4091953	-4073062	-4048981	-4069594	-4039911	-4011947	-4103425	-4139940	-4138004	-4166144
200	-4091339	-4072869	-4048939	-4069483	-4040298	-4011849	-4104128	-4140426	-4138119	-4166228
201	-4092003	-4073555	-4049244	-4069145	-4039566	-4013107	-4104595	-4139992	-4138326	-4167085
202	-4091511	-4073816	-4049877	-4069254	-4039311	-4013194	-4105280	-4139747	-4138165	-4167506
203	-4091910	-4073381	-4049856	-4069848	-4039994	-4013567	-4105293	-4140234	-4138020	-4167891
204	-4092279	-4073063	-4049494	-4069847	-4040353	-4013623	-4105204	-4139914	-4137879	-4167408
205	-4091322	-4073098	-4049425	-4069912	-4039982	-4013634	-4105880	-4140201	-4138242	-4166808
206	-4091052	-4072176	-4049414	-4070209	-4039273	-4013980	-4106380	-4141109	-4138988	-4167410
207	-4090943	-4072056	-4048745	-4070560	-4039273	-4014262	-4106689	-4141144	-4138803	-4167138
208	-4090558	-4071352	-4049079	-4071158	-4039577	-4014871	-4106109	-4141207	-4138508	-4166428
209	-4090327	-4071857	-4048474	-4070964	-4038766	-4013918	-4106290	-4141334	-4137803	-4165875
210	-4090343	-4072252	-4048581	-4070489	-4039087	-4014308	-4106948	-4140959	-4138242	-4166075
211	-4090579	-4072557	-4048926	-4070695	-4038428	-4014223	-4107038	-4140723	-4138574	-4165017
212	-4090865	-4072022	-4049771	-4070878	-4038901	-4013277	-4107071	-4140855	-4138582	-4165829
213	-4091017	-4071957	-4050258	-4071184	-4039125	-4012348	-4107494	-4141376	-4138275	-4166648
214	-4090971	-4071835	-4050863	-4071595	-4039372	-4012325	-4106844	-4140705	-4137761	-4167106
215	-4090986	-4071708	-4050905	-4071783	-4040181	-4011215	-4106153	-4139713	-4137507	-4166486
216	-4090967	-4070953	-4050528	-4071386	-4040139	-4011117	-4106094	-4139458	-4137119	-4166861
217	-4091405	-4070979	-4051072	-4072375	-4040279	-4010728	-4105880	-4138963	-4137008	-4165698
218	-4091228	-4071228	-4051521	-4073650	-4039836	-4010527	-4106933	-4139734	-4137354	-4165044
219	-4091132	-4071075	-4052117	-4073103	-4039962	-4011069	-4107535	-4139830	-4137520	-4164538
220	-4091262	-4071838	-4051400	-4072355	-4040072	-4011341	-4107401	-4140142	-4137934	-4164468
221	-4090913	-4072144	-4050559	-4071881	-4040161	-4011241	-4106975	-4139916	-4138447	-4164788
222	-4090528	-4072142	-4050798	-4072172	-4040760	-4011638	-4106797	-4140173	-4138074	-4164731
223	-4089894	-4072907	-4050755	-4072378	-4041754	-4011434	-4106626	-4141269	-4138218	-4164691
224	-4089729	-4072632	-4050921	-4072251	-4042375	-4011143	-4105855	-4141672	-4138806	-4164951
225	-4090259	-4072714	-4051611	-4071903	-4042181	-4011744	-4106071	-4141876	-4138506	-4165019
226	-4090812	-4073103	-4052130	-4071498	-4042513	-4011776	-4106348	-4141897	-4137858	-4164371
227	-4090519	-4072624	-4051729	-4070123	-4041885	-4012529	-4106757	-4141676	-4137822	-4164940
228	-4090424	-4072468	-4051593	-4070925	-4042154	-4012526	-4106001	-4141812	-4137979	-4165373
229	-4090045	-4072087	-4051527	-4071170	-4041496	-4012521	-4106900	-4142410	-4137656	-4164322
230	-4088392	-4071730	-4050943	-4071001	-4042899	-4012887	-4107198	-4142893	-4137571	-4163741
231	-4088415	-4072071	-4050283	-4070953	-4042536	-4012873	-4106465	-4143430	-4137795	-4164201
232	-4087636	-4072027	-4050468	-4071509	-4042445	-4012750	-4105931	-4143346	-4137594	-4164425
233	-4087942	-4072076	-4050169	-4071368	-4042463	-4012607	-4106423	-4142718	-4137929	-4164730
234	-4087512	-4072353	-4049908	-4071220	-4042190	-4013150	-4106103	-4142969	-4137648	-4164913
235	-4087685	-4072903	-4049519	-4071420	-4041646	-4013869	-4106182	-4143319	-4138184	-4165282
236	-4087337	-4073338	-4049762	-4071026	-4042471	-4014144	-4106721	-4143302	-4137902	-4165162
237	-4088161	-4073873	-4049435	-4071299	-4042238	-4013538	-4105880	-4143813	-4137727	-4164943
238	-4088039	-4073962	-4049052	-4071240	-4042367	-4013152	-4106443	-4143779	-4138261	-4164331
239	-4088574	-4074943	-4049175	-4071335	-4042938	-4013477	-4106992	-4143630	-4137908	-4165048
240	-4089536	-4074544	-4049386	-4071193	-4043590	-4013227	-4106302	-4144143	-4136698	-4164670
241	-4089257	-4073906	-4049430	-4071516	-4044276	-4013994	-4106646	-4144313	-4136614	-4164244
242	-4089354	-4073546	-4049170	-4071854	-4044387	-4013097	-4106456	-4144807	-4136623	-4163928
243	-4089759	-4074289	-4049071	-4071719	-4044596	-4012852	-4107541	-4145377	-4136330	-4163820
244	-4089951	-4074540	-4049890	-4071851	-4044704	-4012586	-4107262	-4145748	-4135747	-4163640
245	-4090048	-4073897	-4049865	-4072351	-4045169	-4013395	-4106071	-4145795	-4135339	-4164335
246	-4089098	-4073440	-4050409	-4071406	-4044600	-4013314	-4106638	-4144646	-4134931	-4163618
247	-4089310	-4074131	-4050098	-4071415	-4045005	-4013917	-4106269	-4143174	-4135016	-4163393
248	-4090046	-4074644	-4049758	-4071959	-4044651	-4014257	-4106226	-4143443	-4135806	-4163274
249	-4090892	-4074732	-4050243	-4073246	-4044421	-4014711	-4106188	-4143164	-4134872	-4163095
250	-4090781	-4074869	-4051359	-4073024	-4044013	-4015032	-4106088	-4142386	-4134053	-4162094
251	-4090563	-4075274	-4051794	-4073287	-4043534	-4015815	-4106853	-4141508	-4133961	-4161498
252	-4090688	-4074871	-4051721	-4073435	-4044375	-4016012	-4107189	-4141789	-4134488	-4161183
253	-4090580	-4074777	-4051797	-4073610	-4045077	-4016205	-4106880	-4142480	-4135441	-4161471
254	-4090285	-4074762	-4051862	-4073971	-4044929	-4015175	-4106595	-4142912	-4135472	-4161392
255	-4090212	-4074566	-4052159	-4074430	-4044608	-4014567	-4105987	-4143027	-4135494	-4160815
256	-4089615	-4074414	-4052442	-4074945	-4044522	-4014399	-4106250	-4142155	-4134658	-4161969
257	-4089872	-4074102	-4051869	-4075811	-4043915	-4014347	-4106869	-4141660	-4134608	-4161813
258	-4089496	-4073627	-4052193	-4075918	-4043323	-4014210	-4107458	-4141590	-4134479	-4161810
259	-4089368	-4073698	-4051512	-4076384	-4043634	-4014526	-4107649	-4141835	-4134670	-4162405
260	-4088850	-4074239	-4052826	-4076452	-4044113	-4014338	-4107235	-4142135	-4134651	-4162551
261	-4089087	-4073401	-4053687	-4076480	-4044035	-4015347	-4107034	-4142842	-4134347	-4162941
262	-4088420	-4073024	-4053208	-4076961	-4044439	-4016647	-4107183	-4142683	-4134043	-4162534
263	-4087960	-4072598	-4052705	-4077695	-4044835	-4016350	-4106931	-4142505	-4134798	-4162577
264	-4087658	-4072666	-4052915	-4077469	-4044504	-4016289	-4107639	-4142754	-4134714	-4163314
265	-4087881	-4072460	-4052916	-4078284	-4045094	-4015641	-4106999	-4142690	-4135482	-4163830
266	-4088783	-4072367	-4052884	-4078675	-4045903	-4015931	-4107176	-4142988	-4134676	-4164297
