#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
29	-9162082	-9097243	-9200654	-9129628	-9244570	-9100143	-9065920	-9311269	-9203893	-9159557
30	-9161605	-9098293	-9199796	-9130823	-9245401	-9101733	-9066317	-9311580	-9204698	-9160278
31	-9160958	-9098610	-9199541	-9131255	-9245074	-9101536	-9066932	-9310932	-9205347	-9160247
32	-9160008	-9100794	-9200805	-9130941	-9244259	-9102385	-9066791	-9309707	-9206015	-9159657
33	-9160000	-9100705	-9201741	-9129758	-9244556	-9101842	-9067833	-9310973	-9205883	-9159289
34	-9159862	-9101682	-9201888	-9130779	-9243954	-9102538	-9067844	-9311963	-9206368	-9158783
35	-9161092	-9102330	-9201998	-9130963	-9244380	-9103453	-9068877	-9312024	-9206293	-9158194
36	-9162031	-9102676	-9202284	-9131006	-9244295	-9102736	-9068699	-9310804	-9206073	-9159038
37	-9162818	-9102072	-9202354	-9130863	-9243477	-9103209	-9069039	-9311911	-9206092	-9160184
38	-9162755	-9103195	-9201818	-9131118	-9242814	-9102869	-9068060	-9312702	-9205371	-9160707
39	-9162285	-9104370	-9202012	-9130139	-9242453	-9103981	-9066903	-9312113	-9206158	-9161338
40	-9161958	-9103935	-9202278	-9129901	-9242551	-9104633	-9068640	-9311593	-9207566	-9161546
41	-9162437	-9103450	-9203498	-9130733	-9242029	-9104284	-9068363	-9311511	-9207934	-9160829
42	-9161843	-9103790	-9203565	-9130632	-9243198	-9104522	-9068479	-9311726	-9207849	-9159891
43	-9160373	-9103896	-9203386	-9129890	-9242667	-9104667	-9068686	-9311065	-9207672	-9158787
44	-9159882	-9103184	-9203297	-9130025	-9242234	-9104597	-9068153	-9310932	-9207435	-9159243
45	-9159038	-9102773	-9203502	-9130877	-9242398	-9102710	-9068664	-9310348	-9206270	-9159565
46	-9157522	-9102702	-9203645	-9130440	-9241519	-9102795	-9068625	-9310550	-9205631	-9160527
47	-9156791	-9103627	-9202774	-9130318	-9241450	-9101738	-9068569	-9311042	-9204802	-9160110
48	-9156688	-9103662	-9201945	-9130470	-9239591	-9101546	-9067811	-9311668	-9203509	-9160455
49	-9156499	-9104598	-9200782	-9129274	-9240542	-9101827	-9066079	-9311885	-9203032	-9160631
50	-9157351	-9104685	-9199980	-9128676	-9241723	-9101707	-9066416	-9312075	-9202545	-9160485
51	-9157432	-9103991	-9200700	-9129824	-9240540	-9101708	-9065924	-9311383	-9202328	-9161137
52	-9157508	-9104744	-9200663	-9130966	-9241413	-9102128	-9065955	-9310772	-9201741	-9161216
53	-9158769	-9104941	-9199935	-9131490	-9242296	-9101831	-9066120	-9310846	-9201938	-9161610
54	-9158986	-9104878	-9199997	-9131203	-9243286	-9102917	-9065707	-9310315	-9201967	-9162752
55	-9158875	-9104488	-9199634	-9131158	-9244090	-9104210	-9066191	-9309971	-9203619	-9164193
56	-9159590	-9103274	-9199160	-9131312	-9243825	-9104777	-9065733	-9308182	-9203026	-9164073
57	-9159427	-9103771	-9198761	-9131043	-9243438	-9104715	-9065467	-9308014	-9203870	-9162900
58	-9160714	-9103608	-9197999	-9132070	-9243813	-9105247	-9064638	-9308288	-9203689	-9162210
59	-9160928	-9102662	-9198633	-9131640	-9244337	-9104784	-9065402	-9308833	-9202700	-9162393
60	-9161550	-9102191	-9197718	-9131099	-9244232	-9104230	-9065829	-9309877	-9202654	-9164191
61	-9163021	-9101903	-9197797	-9131526	-9246146	-9104846	-9065763	-9311483	-9202695	-9164073
62	-9163382	-9101061	-9198133	-9132891	-9246022	-9103735	-9065595	-9312095	-9202586	-9165428
63	-9163005	-9101181	-9197367	-9133165	-9246314	-9103453	-9064888	-9311446	-9202051	-9166828
64	-9163463	-9101728	-9197414	-9132982	-9244895	-9103537	-9064311	-9311072	-9201738	-9166404
65	-9163405	-9101850	-9196692	-9133281	-9245363	-9103725	-9064098	-9311274	-9202808	-9166329
66	-9164409	-9101669	-9196591	-9133759	-9244991	-9104086	-9063503	-9311668	-9203301	-9165526
67	-9164792	-9100993	-9197583	-9134528	-9244124	-9103304	-9063979	-9312190	-9201622	-9166480
68	-9164952	-9099769	-9197189	-9136022	-9243314	-9104679	-9063885	-9313222	-9201728	-9166940
69	-9164258	-9099818	-9196957	-9136220	-9244138	-9104567	-9064781	-9313993	-9201179	-9167604
70	-9163969	-9100143	-9196977	-9135372	-9244454	-9105391	-9064848	-9314451	-9200466	-9167668
71	-9164712	-9100235	-9198136	-9135883	-9244631	-9105353	-9064113	-9315153	-9200430	-9168917
72	-9163735	-9099680	-9198409	-9135103	-9245242	-9106314	-9064374	-9316419	-9201582	-9169499
73	-9163968	-9100350	-9198731	-9134202	-9244650	-9107505	-9064119	-9315762	-9202420	-9168583
74	-9164533	-9100610	-9198151	-9134381	-9245088	-9107136	-9064634	-9316076	-9201687	-9167172
75	-9164608	-9100273	-9197682	-9133381	-9244936	-9107869	-9064487	-9314912	-9201535	-9165957
76	-9165455	-9099467	-9198457	-9132738	-9245669	-9108803	-9065501	-9314389	-9201363	-9166080
77	-9165796	-9098369	-9198798	-9132122	-9247247	-9108888	-9065325	-9314711	-9201871	-9164982
78	-9165777	-9097656	-9198894	-9130954	-9248086	-9107684	-9064473	-9314897	-9202040	-9165424
79	-9165660	-9098896	-9198582	-9129720	-9248253	-9107403	-9064907	-9314121	-9201716	-9166089
80	-9165239	-9098149	-9197988	-9129506	-9249253	-9107166	-9065996	-9313855	-9202268	-9166643
81	-9164906	-9098113	-9198526	-9128907	-9248740	-9106855	-9066299	-9314092	-9202865	-9166556
82	-9165555	-9098631	-9198744	-9128109	-9248685	-9106795	-9064664	-9315775	-9204199	-9165418
83	-9165739	-9099418	-9199555	-9127914	-9249233	-9105992	-9064111	-9316688	-9203133	-9165534
84	-9165432	-9099567	-9199816	-9126674	-9249809	-9106245	-9063556	-9317104	-9203396	-9165466
85	-9165867	-9099480	-9199221	-9126099	-9250180	-9105831	-9065063	-9315908	-9203845	-9165728
86	-9166811	-9099376	-9199683	-9126756	-9248653	-9106057	-9065200	-9314887	-9203959	-9166333
87	-9166146	-9099403	-9199521	-9126199	-9249349	-9105515	-9064066	-9314686	-9203271	-9165834
88	-9166244	-9099290	-9200818	-9125909	-9249727	-9106035	-9062861	-9314049	-9202612	-9166626
89	-9166192	-9098762	-9201102	-9124764	-9251155	-9106983	-9063210	-9313759	-9204014	-9166456
90	-9166190	-9098261	-9200718	-9124829	-9251797	-9107031	-9063812	-9314135	-9204014	-9167530
91	-9165551	-9098047	-9200006	-9126042	-9251799	-9106018	-9063270	-9314378	-9203966	-9167105
92	-9165141	-9098452	-9201419	-9125727	-9251468	-9106190	-9062407	-9313635	-9203723	-9166731
93	-9164691	-9097246	-9201352	-9126178	-9251077	-9105453	-9062775	-9313036	-9205392	-9166520
94	-9165105	-9097285	-9201482	-9125937	-9251548	-9104777	-9062279	-9313706	-9205007	-9166604
95	-9165137	-9097336	-9200203	-9126629	-9251655	-9104280	-9061719	-9313031	-9204632	-9166048
96	-9166031	-9097724	-9200339	-9125853	-9252686	-9104108	-9061676	-9312694	-9204341	-9166040
97	-9166520	-9097543	-9199934	-9125440	-9251696	-9103220	-9061576	-9312115	-9205586	-9165587
98	-9166822	-9096778	-9199398	-9125891	-9251309	-9102716	-9061311	-9311833	-9205594	-9165071
99	-9166680	-9096720	-9198330	-9125707	-9252201	-9102881	-9061590	-9311825	-9205716	-9165227
100	-9165500	-9097039	-9198887	-9124679	-9252258	-9102706	-9062501	-9312540	-9206047	-9164080
101	-9164838	-9097624	-9199302	-9124749	-9253318	-9101674	-9062972	-9312954	-9205676	-9163285
102	-9165884	-9097306	-9198737	-9125026	-9253664	-9102035	-9063438	-9313084	-9205771	-9163425
103	-9166291	-9098724	-9199765	-9124667	-9254275	-9102357	-9063474	-9312285	-9205299	-9162882
104	-9165293	-9098679	-9200075	-9125108	-9253694	-9102503	-9063023	-9312968	-9205865	-9163856
105	-9164430	-9099956	-9200483	-9125717	-9253205	-9103439	-9062413	-9314035	-9205109	-9164160
106	-9164698	-9100578	-9200632	-9126097	-9252596	-9103521	-9061866	-9313270	-9205546	-9164425
107	-9165324	-9099445	-9201103	-9125182	-9253183	-9103551	-9062378	-9313971	-9204724	-9164710
108	-9164685	-9098950	-9200547	-9125211	-9252120	-9102644	-9062999	-9314253	-9205227	-9164455
109	-9164131	-9099891	-9200228	-9125967	-9251624	-9103010	-9061742	-9315024	-9206066	-9164496
110	-9163910	-9100125	-9201326	-9124201	-9253602	-9103359	-9062164	-9315126	-9206022	-9164985
111	-9164257	-9100658	-9201112	-9123120	-9254675	-9103866	-9062115	-9314620	-9207007	-9164052
112	-9163551	-9099436	-9201619	-9123143	-9255195	-9103851	-9061790	-9315278	-9207755	-9164455
113	-9164796	-9099198	-9201576	-9121897	-9256063	-9104591	-9061045	-9315609	-9206912	-9164831
114	-9165024	-9099814	-9201674	-9122601	-9255973	-9104215	-9060257	-9316386	-9206971	-9164365
115	-9165218	-9100420	-9200324	-9123209	-9255233	-9104222	-9060894	-9317120	-9206342	-9164364
116	-9164936	-9099940	-9200834	-9122979	-9254922	-9102786	-9061440	-9317972	-9205906	-9165256
117	-9164498	-9099493	-9201624	-9121432	-9254418	-9102644	-9060440	-9318694	-9205353	-9166711
118	-9163673	-9099444	-9200176	-9121413	-9253879	-9103517	-9060542	-9318935	-9205362	-9167490
119	-9163407	-9098858	-9199936	-9120437	-9253300	-9103532	-9060270	-9319839	-9204471	-9166129
120	-9164123	-9099592	-9199438	-9119523	-9251926	-9103964	-9061235	-9319719	-9205073	-9166462
121	-9165118	-9101084	-9199990	-9118446	-9250935	-9103308	-9062666	-9319251	-9205172	-9166373
122	-9164970	-9101090	-9200191	-9118301	-9251285	-9103502	-9062930	-9319605	-9204175	-9166781
123	-9166017	-9100412	-9201370	-9117962	-9251723	-9103428	-9061510	-9319668	-9204618	-9167830
124	-9165893	-9100637	-9200857	-9117803	-9252499	-9104376	-9062431	-9320530	-9205387	-9169384
125	-9166349	-9101732	-9200471	-9118471	-9252292	-9106080	-9063629	-9320528	-9204512	-9168767
126	-9165799	-9101150	-9200308	-9117741	-9253491	-9106187	-9063860	-9320899	-9205430	-9168631
127	-9165818	-9100429	-9201084	-9117024	-9253439	-9105838	-9064485	-9320782	-9206327	-9168277
128	-9164723	-9102332	-9201183	-9116200	-9254213	-9106218	-9064580	-9321775	-9206265	-9168063
129	-9164625	-9102134	-9200706	-9116581	-9253691	-9107907	-9064410	-9322837	-9206205	-9168361
130	-9164479	-9102032	-9200987	-9117254	-9252699	-9109067	-9064690	-9323433	-9207772	-9168992
131	-9164856	-9102625	-9200389	-9117500	-9251027	-9107883	-9064631	-9323603	-9207453	-9169349
132	-9164183	-9102979	-9200660	-9118066	-9251900	-9107774	-9065413	-9323448	-9207496	-9170896
133	-9164023	-9103209	-9200765	-9117773	-9251642	-9106698	-9065196	-9322575	-9208398	-9172311
134	-9164277	-9102779	-9201431	-9117475	-9250277	-9107256	-9065012	-9323186	-9208567	-9172543
135	-9164980	-9103468	-9200987	-9118617	-9250672	-9108091	-9064126	-9322063	-9207917	-9172872
136	-9165469	-9102998	-9200171	-9120068	-9250854	-9108439	-9063958	-9321960	-9207216	-9173169
137	-9165643	-9103847	-9199309	-9118567	-9251505	-9109186	-9063806	-9322437	-9207729	-9173504
138	-9166160	-9104441	-9200123	-9118877	-9251504	-9109000	-9063809	-9323536	-9207744	-9173244
139	-9166170	-9103874	-9201618	-9118456	-9251715	-9109403	-9063480	-9323624	-9206986	-9173337
140	-9166166	-9103634	-9202519	-9118488	-9252211	-9108862	-9063285	-9323201	-9207150	-9173468
141	-9166561	-9104507	-9203788	-9119420	-9250657	-9109353	-9064089	-9322476	-9207908	-9172332
142	-9166820	-9105279	-9203404	-9118826	-9251120	-9109539	-9064031	-9321983	-9206453	-9171782
143	-9167047	-9105474	-9203296	-9118752	-9250667	-9110232	-9062247	-9321523	-9206472	-9172876
144	-9167826	-9105491	-9203442	-9119809	-9249972	-9109364	-9061571	-9321280	-9207586	-9172505
145	-9167647	-9104823	-9203608	-9119881	-9250107	-9110245	-9061806	-9320215	-9207415	-9172137
146	-9167811	-9105226	-9203946	-9120122	-9250949	-9110687	-9062862	-9319843	-9207427	-9171945
147	-9167843	-9105765	-9203381	-9120028	-9251597	-9110389	-9062332	-9319523	-9207799	-9171747
148	-9168693	-9106595	-9204328	-9120628	-9251993	-9111204	-9062696	-9319058	-9207701	-9170935
149	-9169138	-9107180	-9205809	-9120192	-9251420	-9110861	-9063018	-9318674	-9206701	-9170147
150	-9168798	-9106167	-9205123	-9119371	-9251109	-9111904	-9063092	-9319155	-9206922	-9170555
151	-9168665	-9105872	-9204903	-9120429	-9251233	-9111987	-9063902	-9321176	-9206608	-9170562
152	-9169689	-9105804	-9203891	-9120702	-9251293	-9111706	-9064117	-9319949	-9207409	-9170930
153	-9170523	-9105107	-9203958	-9120953	-9251563	-9112045	-9064143	-9319554	-9207292	-9169361
154	-9169037	-9104352	-9202913	-9122238	-9250573	-9111157	-9064401	-9319470	-9208572	-9169143
155	-9169079	-9104083	-9201626	-9121899	-9250423	-9110792	-9064929	-9321206	-9208485	-9169888
156	-9169175	-9104272	-9200581	-9121055	-9250416	-9110779	-9064486	-9320574	-9209082	-9169755
157	-9168791	-9103455	-9201446	-9120693	-9249705	-9111273	-9065138	-9320962	-9210063	-9169767
158	-9168709	-9102598	-9201616	-9121182	-9249831	-9110868	-9066116	-9321522	-9209684	-9168578
159	-9168392	-9102298	-9200708	-9122138	-9249384	-9111537	-9065729	-9322015	-9210075	-9169293
160	-9168742	-9103651	-9200643	-9121543	-9248909	-9111384	-9065089	-9321241	-9209484	-9170540
161	-9169179	-9103966	-9201086	-9122670	-9248931	-9110873	-9064705	-9320277	-9209024	-9170572
162	-9169376	-9103517	-9202450	-9123303	-9248223	-9109582	-9064435	-9321043	-9208826	-9171615
163	-9168282	-9103880	-9203096	-9123805	-9250097	-9109224	-9063996	-9321136	-9209211	-9171581
164	-9166605	-9103407	-9202307	-9123468	-9251010	-9110504	-9063154	-9322068	-9209461	-9171355
165	-9166376	-9103103	-9200928	-9125005	-9252617	-9110722	-9063039	-9322326	-9209206	-9170426
166	-9167864	-9101145	-9201011	-9123028	-9252950	-9111935	-9063617	-9321326	-9209600	-9169628
167	-9168435	-9102083	-9201623	-9121635	-9253458	-9111437	-9065094	-9321450	-9210264	-9169049
168	-9168264	-9101515	-9201742	-9121171	-9252212	-9111256	-9067174	-9322561	-9210422	-9168970
169	-9168209	-9101206	-9202713	-9122014	-9251523	-9111372	-9067346	-9323278	-9210584	-9168995
170	-9169253	-9101560	-9202193	-9121155	-9251026	-9111512	-9067551	-9324583	-9211096	-9168929
171	-9168193	-9101681	-9202809	-9120483	-9250133	-9111329	-9066601	-9323511	-9210851	-9168990
172	-9166966	-9102031	-9204437	-9120243	-9249160	-9111427	-9066813	-9323084	-9210917	-9168699
173	-9167963	-9101769	-9206254	-9120632	-9248939	-9110925	-9066558	-9322611	-9211299	-9168480
174	-9166917	-9101811	-9206785	-9120882	-9250215	-9109672	-9066370	-9322961	-9210288	-9167681
175	-9166316	-9101616	-9207817	-9121494	-9250699	-9109152	-9066874	-9325061	-9211452	-9167191
176	-9165880	-9101779	-9209214	-9122778	-9251031	-9108874	-9067684	-9325348	-9210369	-9168682
177	-9165132	-9101941	-9209140	-9122948	-9249159	-9107881	-9067506	-9324740	-9211140	-9168987
178	-9164286	-9101558	-9209087	-9124195	-9249172	-9108190	-9066747	-9323666	-9212061	-9168185
179	-9163152	-9101123	-9209262	-9124372	-9250061	-9107847	-9066688	-9323235	-9211547	-9166775
180	-9162731	-9100481	-9208706	-9124599	-9249651	-9107693	-9065595	-9321559	-9211568	-9166436
181	-9163027	-9100965	-9207997	-9124396	-9249220	-9108259	-9065157	-9321655	-9211367	-9166682
182	-9162089	-9101259	-9208310	-9124866	-9248456	-9107523	-9065663	-9320692	-9213457	-9165719
183	-9161751	-9100736	-9209201	-9124009	-9249792	-9106908	-9066352	-9321449	-9213960	-9165749
184	-9160925	-9101116	-9209393	-9123665	-9249063	-9106146	-9066296	-9322467	-9214438	-9164109
185	-9161038	-9100985	-9209296	-9123723	-9249846	-9105884	-9066385	-9322750	-9214470	-9163761
186	-9161784	-9101222	-9208529	-9123785	-9251506	-9105351	-9066272	-9323802	-9215732	-9164125
187	-9162716	-9101443	-9209346	-9122569	-9251009	-9105645	-9065757	-9323133	-9214378	-9163346
188	-9164415	-9101244	-9210019	-9122437	-9250546	-9106612	-9064764	-9323189	-9214078	-9163765
189	-9166130	-9100923	-9209866	-9123262	-9249430	-9106078	-9065429	-9323279	-9214498	-9165267
190	-9166970	-9101618	-9210344	-9124157	-9248500	-9105835	-9065854	-9322668	-9213893	-9165318
191	-9167782	-9102091	-9210520	-9123779	-9247858	-9106650	-9065708	-9322559	-9212821	-9164462
192	-9168283	-9100687	-9209636	-9122705	-9248220	-9106035	-9065849	-9322582	-9213221	-9165498
193	-9169786	-9101230	-9209615	-9122219	-9248197	-9106768	-9064890	-9322796	-9212775	-9167832
194	-9168745	-9100620	-9209697	-9122935	-9247446	-9107024	-9064234	-9323741	-9213309	-9166945
195	-9169164	-9100525	-9208128	-9123436	-9248161	-9107294	-9064256	-9323847	-9212330	-9167549
196	-9168572	-9100730	-9208294	-9123168	-9248051	-9106305	-9063738	-9324827	-9211930	-9169212
197	-9168897	-9101300	-9208527	-9123112	-9248066	-9107008	-9064495	-9324997	-9210678	-9169132
198	-9168731	-9101552	-9208331	-9124292	-9249017	-9106694	-9065247	-9325392	-9209910	-9168335
199	-9170115	-9102451	-9208053	-9125045	-9249341	-9107666	-9064388	-9325592	-9209266	-9168251
200	-9170952	-9102912	-9209571	-9124582	-9249468	-9109301	-9064557	-9326294	-9208986	-9168457
201	-9170616	-9102721	-9209207	-9126095	-9249581	-9109567	-9066335	-9325296	-9208317	-9168999
202	-9170303	-9102651	-9208778	-9126797	-9248707	-9109097	-9065856	-9323798	-9208323	-9168343
203	-9170209	-9101913	-9208812	-9126876	-9248797	-9108670	-9066828	-9323585	-9207880	-9168287
204	-9170206	-9101456	-9210084	-9127827	-9248152	-9108609	-9066552	-9324354	-9206538	-9167059
205	-9170936	-9102118	-9209285	-9126436	-9248360	-9108809	-9066163	-9324777	-9206854	-9167100
206	-9170977	-9102230	-9210228	-9127103	-9248480	-9109675	-9066814	-9323509	-9208070	-9168421
207	-9170429	-9101149	-9208926	-9127099	-9248957	-9109623	-9066903	-9323198	-9207998	-9166320
208	-9170313	-9101960	-9208503	-9128267	-9248814	-9110268	-9068013	-9322351	-9206888	-9166742
209	-9169928	-9101703	-9207851	-9129182	-9248578	-9110457	-9067942	-9323947	-9208797	-9167795
210	-9170977	-9102076	-9208127	-9127915	-9248901	-9111016	-9068692	-9323417	-9208298	-9167693
211	-9171494	-9101057	-9208063	-9127658	-9249249	-9111536	-9069312	-9322814	-9208824	-9167343
212	-9172922	-9103040	-9208768	-9128097	-9249999	-9111132	-9067909	-9324434	-9209487	-9167526
213	-9172697	-9102831	-9208119	-9128004	-9248744	-9111806	-9069253	-9323912	-9208821	-9167475
214	-9173880	-9103375	-9209065	-9127612	-9248441	-9112326	-9070152	-9325757	-9209058	-9167974
215	-9173368	-9103218	-9209946	-9127311	-9249601	-9111427	-9070578	-9326046	-9208861	-9167622
216	-9173332	-9102381	-9209267	-9128901	-9251309	-9111185	-9070459	-9326210	-9209082	-9167804
217	-9171352	-9103893	-9208597	-9128506	-9252223	-9111599	-9071022	-9326289	-9209597	-9168212
218	-9170742	-9105056	-9208146	-9128939	-9251635	-9111582	-9071071	-9326922	-9210525	-9168454
219	-9173199	-9104799	-9208136	-9129248	-9251953	-9111790	-9071480	-9327439	-9210405	-9168866
220	-9174073	-9104793	-9207538	-9129663	-9251661	-9111899	-9071375	-9326631	-9210508	-9168699
221	-9174162	-9104517	-9206553	-9128830	-9251258	-9111849	-9071283	-9328048	-9210598	-9168635
222	-9173917	-9104698	-9205984	-9129485	-9251235	-9111057	-9071222	-9329332	-9210386	-9168757
223	-9173514	-9105044	-9205204	-9128996	-9249996	-9111966	-9071273	-9328912	-9210591	-9167177
224	-9173192	-9104314	-9205099	-9128878	-9249771	-9111497	-9070558	-9328472	-9211886	-9166476
225	-9174125	-9104339	-9206034	-9128814	-9249581	-9111762	-9070519	-9328107	-9211354	-9166126
226	-9173584	-9104781	-9204944	-9129051	-9249850	-9113315	-9070700	-9327510	-9211601	-9166187
227	-9173301	-9105760	-9205418	-9128475	-9249929	-9112761	-9069819	-9327369	-9210937	-9166416
228	-9174150	-9104580	-9205943	-9129036	-9249469	-9112736	-9071284	-9325579	-9211103	-9165918
229	-9175517	-9105407	-9204661	-9129733	-9248430	-9112842	-9071009	-9325237	-9212071	-9165524
230	-9175444	-9104926	-9204101	-9130313	-9248609	-9111525	-9071182	-9325188	-9211661	-9166406
231	-9175757	-9105099	-9204087	-9129936	-9248768	-9111517	-9070770	-9324463	-9210715	-9167966
232	-9174625	-9105322	-9206159	-9130955	-9249620	-9110669	-9070714	-9324545	-9211157	-9168699
233	-9174776	-9104831	-9206621	-9131356	-9249150	-9109867	-9071131	-9322590	-9212741	-9168848
234	-9174351	-9105410	-9207107	-9131819	-9250484	-9110545	-9070999	-9321905	-9212470	-9168565
235	-9173175	-9106310	-9206540	-9132557	-9250428	-9112345	-9070285	-9321842	-9213176	-9167128
236	-9173479	-9105932	-9206774	-9133858	-9251008	-9112011	-9071139	-9322375	-9212429	-9167213
237	-9174344	-9106944	-9207160	-9132738	-9251129	-9112353	-9071952	-9322470	-9211704	-9167017
238	-9173613	-9107252	-9207010	-9133020	-9251504	-9113498	-9072363	-9321300	-9213110	-9166941
239	-9172117	-9107381	-9208436	-9133758	-9251939	-9113789	-9070811	-9321621	-9212472	-9166308
240	-9171365	-9105755	-9209121	-9133085	-9252643	-9112728	-9069547	-9322020	-9213303	-9165956
241	-9172002	-9104704	-9208374	-9132578	-9252143	-9111896	-9069505	-9323196	-9214090	-9165768
242	-9171661	-9104636	-9207759	-9132659	-9251636	-9112451	-9069673	-9323295	-9213428	-9164937
243	-9171880	-9103932	-9208483	-9132688	-9250387	-9112572	-9069790	-9324201	-9213449	-9165052
244	-9171903	-9103564	-9207886	-9131140	-9250681	-9110997	-9068615	-9322979	-9214431	-9166012
245	-9171553	-9102693	-9208920	-9131184	-9249872	-9111295	-9067652	-9321762	-9214343	-9166667
246	-9172702	-9102927	-9209199	-9130303	-9249578	-9111778	-9067501	-9321230	-9213598	-9167828
247	-9173562	-9102075	-9209256	-9131026	-9249118	-9111421	-9068345	-9321656	-9215073	-9168124
248	-9173262	-9102278	-9208622	-9130311	-9248718	-9110653	-9067810	-9321780	-9216582	-9167516
249	-9174107	-9103018	-9207421	-9130507	-9249537	-9110397	-9068054	-9321184	-9216865	-9166788
250	-9174228	-9101814	-9207423	-9130763	-9249771	-9111167	-9068568	-9321809	-9216882	-9167392
251	-9174325	-9101826	-9207279	-9129846	-9250501	-9110980	-9068212	-9321744	-9216380	-9167188
252	-9173609	-9101765	-9207132	-9130270	-9250258	-9111065	-9067441	-9321857	-9216741	-9166291
253	-9174114	-9102164	-9206255	-9131371	-9250946	-9111473	-9066947	-9322243	-9216947	-9166027
254	-9174382	-9102054	-9205883	-9130256	-9251788	-9111748	-9067432	-9322250	-9217122	-9167265
255	-9174318	-9102962	-9205327	-9129837	-9252341	-9111889	-9067888	-9322832	-9217737	-9166940
256	-9174060	-9103006	-9205632	-9131353	-9252606	-9111598	-9067008	-9322782	-9218151	-9166960
257	-9173825	-9102422	-9204926	-9130929	-9251920	-9111040	-9067379	-9322883	-9217856	-9168032
258	-9174556	-9102346	-9202964	-9131585	-9252924	-9110341	-9067272	-9323326	-9217927	-9166860
259	-9175265	-9102827	-9203194	-9131503	-9253077	-9112106	-9066877	-9325259	-9218542	-9167200
260	-9173643	-9103666	-9202272	-9131661	-9253398	-9112562	-9066361	-9326365	-9219243	-9167586
261	-9175165	-9103176	-9202743	-9132889	-9253607	-9113468	-9065538	-9325974	-9219481	-9168208
262	-9173975	-9102252	-9202319	-9131937	-9254174	-9113973	-9065619	-9326216	-9218954	-9168348
263	-9173966	-9103778	-9202368	-9129835	-9255248	-9114907	-9066577	-9326314	-9217294	-9168794
264	-9174641	-9104171	-9202712	-9130128	-9255897	-9115079	-9067740	-9327316	-9218504	-9167960
265	-9173969	-9104083	-9202030	-9129636	-9254577	-9114309	-9068046	-9327690	-9219537	-9167074
266	-9173918	-9103725	-9201140	-9128408	-9254927	-9114832	-9068356	-9328863	-9219332	-9167554
