#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
98	-8880770	-8975432	-8958491	-9009082	-8973298	-9000869	-8903575	-8973251	-8970006	-8999129
99	-8882366	-8975777	-8958391	-9009081	-8973564	-8999970	-8904746	-8973761	-8970136	-8998199
100	-8881490	-8976123	-8958658	-9009329	-8973611	-8999423	-8906088	-8972480	-8969826	-8998859
101	-8880356	-8975294	-8958503	-9008039	-8973576	-9000317	-8906020	-8972956	-8969051	-9000344
102	-8880448	-8974881	-8958491	-9008392	-8973307	-8999741	-8905819	-8972597	-8969220	-9000363
103	-8879529	-8974151	-8958665	-9008265	-8972416	-8999093	-8905122	-8970791	-8969042	-8999968
104	-8879485	-8974875	-8959048	-9008577	-8973623	-8998721	-8903611	-8970448	-8968911	-8999339
105	-8879495	-8973632	-8959183	-9008441	-8974172	-8998226	-8904064	-8969350	-8969994	-8998497
106	-8879446	-8974676	-8960258	-9009510	-8973876	-8999612	-8904909	-8968333	-8970340	-8999642
107	-8879927	-8973441	-8960120	-9008700	-8974377	-8996998	-8905344	-8968346	-8970162	-8999617
108	-8881165	-8973793	-8959498	-9008850	-8974087	-8996940	-8904738	-8968233	-8969636	-8999846
109	-8881535	-8973620	-8961281	-9007904	-8974804	-8997039	-8904729	-8968084	-8969330	-9000488
110	-8880978	-8973123	-8962614	-9007639	-8974154	-8996765	-8904754	-8968601	-8970097	-9000789
111	-8880777	-8972395	-8962462	-9007548	-8973209	-8996411	-8903909	-8967869	-8970564	-9001007
112	-8881023	-8971442	-8962923	-9007367	-8973828	-8996370	-8904217	-8967874	-8971147	-9001202
113	-8880618	-8970594	-8963270	-9007858	-8973525	-8996932	-8904772	-8967174	-8972240	-9000835
114	-8880059	-8970899	-8963236	-9007341	-8973706	-8996643	-8905017	-8967609	-8972898	-9000538
115	-8879957	-8969727	-8962925	-9007023	-8973188	-8995617	-8903710	-8966626	-8972237	-9001409
116	-8880111	-8969013	-8962987	-9005734	-8973822	-8995799	-8903423	-8965741	-8971750	-9001415
117	-8880504	-8968307	-8963194	-9005955	-8973406	-8996267	-8902319	-8965152	-8971537	-9001348
118	-8880444	-8967456	-8962500	-9004367	-8972651	-8996718	-8903099	-8965170	-8971500	-8999673
119	-8880788	-8967043	-8962555	-9004500	-8972406	-8997721	-8903781	-8965694	-8971570	-9000043
120	-8880860	-8966738	-8963259	-9004435	-8972311	-8998584	-8903452	-8966162	-8970532	-8999715
121	-8880156	-8966808	-8964688	-9004119	-8972405	-8999337	-8902393	-8966872	-8970210	-8999867
122	-8879551	-8967415	-8964946	-9003849	-8973148	-9000682	-8901322	-8967835	-8969343	-8999428
123	-8880379	-8967772	-8965254	-9003542	-8973758	-9000356	-8900715	-8967881	-8970229	-8999253
124	-8879136	-8968686	-8966133	-9003830	-8973368	-8999808	-8899658	-8969120	-8969300	-8999677
125	-8878303	-8969854	-8965690	-9003617	-8973876	-8999894	-8898641	-8969616	-8969694	-8999013
126	-8878115	-8971339	-8965976	-9002215	-8973896	-8999751	-8898606	-8969882	-8969456	-8999212
127	-8879030	-8970719	-8965424	-9001636	-8973807	-9001423	-8899372	-8969707	-8969393	-8999768
128	-8879605	-8970430	-8965111	-9001731	-8972600	-9002699	-8898462	-8971132	-8969832	-8999988
129	-8879955	-8971271	-8966093	-9000973	-8973370	-9002967	-8897573	-8970779	-8970289	-8998908
130	-8880492	-8970356	-8965749	-9001279	-8972930	-9002964	-8897235	-8970646	-8969427	-9000095
131	-8880171	-8971168	-8965208	-9000859	-8973269	-9003338	-8897347	-8970934	-8969166	-9000285
132	-8879765	-8971106	-8964094	-8999940	-8973236	-9003339	-8897573	-8971137	-8970415	-9000620
133	-8879960	-8970341	-8962929	-8999510	-8973366	-9004111	-8898062	-8970482	-8970855	-9000563
134	-8879878	-8970178	-8962678	-8999683	-8973378	-9005444	-8898854	-8970441	-8970607	-9000263
135	-8880127	-8969096	-8963050	-8998859	-8972755	-9005592	-8899811	-8969544	-8969826	-9000925
136	-8879927	-8970732	-8962213	-8998603	-8972878	-9006034	-8899750	-8969063	-8969436	-9000316
137	-8879565	-8971751	-8961210	-8999331	-8972061	-9005836	-8899853	-8968671	-8969874	-9001343
138	-8880091	-8971973	-8960331	-8999104	-8971580	-9004390	-8900771	-8969383	-8969972	-9002791
139	-8881454	-8971217	-8959847	-8999953	-8970861	-9004581	-8900607	-8970673	-8970253	-9002874
140	-8881718	-8971644	-8959621	-8999356	-8970662	-9003509	-8899783	-8970518	-8971262	-9002393
141	-8882503	-8972085	-8959851	-8999004	-8971609	-9003678	-8901017	-8970905	-8972223	-9003128
142	-8881893	-8972351	-8961387	-8998932	-8971848	-9003593	-8900660	-8971443	-8972816	-9003610
143	-8881746	-8973020	-8960740	-8998972	-8972234	-9001936	-8899535	-8971047	-8973006	-9003312
144	-8881062	-8974144	-8961927	-8999187	-8972114	-9003387	-8900524	-8972524	-8972765	-9003466
145	-8881025	-8974110	-8963152	-8999314	-8971164	-9003384	-8900548	-8972189	-8972415	-9003181
146	-8879729	-8972469	-8964563	-8998992	-8972065	-9003698	-8900291	-8972944	-8971877	-9004081
147	-8880540	-8972063	-8964270	-8998856	-8972047	-9003565	-8900991	-8973469	-8972326	-9003114
148	-8881585	-8972502	-8964677	-8998243	-8972350	-9004494	-8901463	-8973704	-8973073	-9002931
149	-8881055	-8971998	-8964198	-8996675	-8973348	-9004875	-8900725	-8973844	-8973038	-9002507
150	-8880809	-8973329	-8962853	-8996556	-8974128	-9006548	-8900650	-8974055	-8974300	-9002759
151	-8879255	-8972600	-8961553	-8997352	-8973526	-9007339	-8901178	-8972613	-8975756	-9002823
152	-8879739	-8972738	-8961251	-8996626	-8973894	-9008196	-8901684	-8971698	-8975633	-9003280
153	-8880005	-8971992	-8960723	-8996013	-8973028	-9008786	-8901677	-8971303	-8974740	-9003114
154	-8880364	-8972128	-8959283	-8996953	-8973487	-9008526	-8902293	-8970211	-8974685	-9002090
155	-8880294	-8972553	-8959392	-8997350	-8974382	-9008020	-8902187	-8971242	-8974909	-9002062
156	-8880142	-8971199	-8959108	-8997550	-8973900	-9008801	-8901820	-8971141	-8974918	-9000762
157	-8879777	-8970666	-8958585	-8995953	-8973534	-9008353	-8901782	-8971216	-8975930	-9001678
158	-8880883	-8969831	-8957648	-8995361	-8974344	-9008930	-8901904	-8972430	-8974732	-9000619
159	-8881731	-8970114	-8957875	-8995366	-8975080	-9009245	-8900827	-8973213	-8974287	-8999252
160	-8882574	-8972002	-8957800	-8996189	-8973418	-9009390	-8899874	-8974311	-8973231	-8998200
161	-8881563	-8972084	-8958433	-8997296	-8972983	-9009647	-8900954	-8974930	-8973552	-8997142
162	-8880904	-8971813	-8958635	-8996667	-8972456	-9009800	-8900508	-8975375	-8973488	-8998297
163	-8880558	-8973035	-8959204	-8998235	-8972815	-9009968	-8901430	-8976718	-8973469	-8998543
164	-8880369	-8972231	-8959209	-8997246	-8972146	-9010482	-8901469	-8976911	-8973803	-8998287
165	-8880369	-8973219	-8960045	-8997311	-8972141	-9010667	-8902195	-8976850	-8973707	-8999681
166	-8880823	-8972699	-8961135	-8996476	-8972329	-9009696	-8901562	-8976740	-8973148	-8999733
167	-8880059	-8972894	-8960890	-8995656	-8971771	-9010598	-8902375	-8976282	-8973713	-8999751
168	-8878384	-8973959	-8961805	-8995578	-8971330	-9012843	-8903111	-8975544	-8974372	-8999908
169	-8879200	-8972522	-8961189	-8996813	-8971035	-9013136	-8903588	-8975122	-8975035	-9000852
170	-8880587	-8972437	-8961140	-8996152	-8971129	-9013102	-8902774	-8973839	-8976248	-9000886
171	-8880451	-8970945	-8960768	-8996035	-8971186	-9013567	-8903197	-8973431	-8976060	-9000426
172	-8879251	-8970970	-8960575	-8996474	-8971824	-9012730	-8903202	-8973863	-8976350	-9000386
173	-8879120	-8970438	-8960056	-8996223	-8972700	-9011684	-8902385	-8973662	-8976234	-9000308
174	-8879458	-8970665	-8959994	-8996616	-8971411	-9011029	-8902726	-8974300	-8976716	-9001176
175	-8880014	-8971750	-8960270	-8996503	-8972217	-9010243	-8903668	-8974832	-8976205	-9000657
176	-8880790	-8971429	-8960961	-8996780	-8972176	-9010429	-8903913	-8974995	-8976568	-8999014
177	-8881725	-8969944	-8960990	-8996513	-8971705	-9009758	-8903467	-8975216	-8977168	-8999432
178	-8882116	-8970098	-8960528	-8996835	-8971936	-9009202	-8903205	-8974922	-8976913	-8998956
179	-8882672	-8969109	-8961246	-8997181	-8972608	-9010090	-8903415	-8974551	-8976948	-9000584
180	-8883129	-8967855	-8961125	-8995919	-8972730	-9009629	-8904275	-8974559	-8975730	-9001166
181	-8883228	-8967330	-8961232	-8996016	-8973264	-9009612	-8904312	-8975820	-8974124	-9000859
182	-8884346	-8966251	-8960571	-8996268	-8974631	-9008974	-8904860	-8975798	-8974103	-9000825
183	-8885556	-8967684	-8959397	-8996273	-8974894	-9009179	-8905785	-8975867	-8973953	-8999808
184	-8884049	-8966737	-8959662	-8996566	-8974638	-9010542	-8906045	-8975322	-8974570	-9000159
185	-8883809	-8966603	-8959301	-8995951	-8975021	-9010605	-8906939	-8975501	-8975554	-8999493
186	-8885152	-8965746	-8960706	-8996475	-8975701	-9010466	-8906848	-8975552	-8975054	-8998868
187	-8886580	-8965010	-8960661	-8995604	-8975404	-9010244	-8905934	-8975257	-8975188	-8999682
188	-8886087	-8964881	-8961289	-8995370	-8975634	-9009572	-8905806	-8974901	-8975850	-9000504
189	-8887278	-8965592	-8960433	-8996535	-8976576	-9009674	-8906007	-8974470	-8976100	-9001491
190	-8888258	-8966768	-8960280	-8995893	-8977853	-9009157	-8906412	-8975772	-8975937	-9000503
191	-8887254	-8966939	-8959968	-8996584	-8977823	-9009346	-8906566	-8974946	-8976663	-9000072
192	-8886558	-8967373	-8958450	-8996689	-8976744	-9009407	-8906057	-8975512	-8976920	-9000028
193	-8886817	-8967096	-8957975	-8996886	-8976409	-9008563	-8907338	-8975222	-8976355	-9000704
194	-8887829	-8966804	-8957823	-8996812	-8975911	-9008142	-8907898	-8975233	-8975441	-9000217
195	-8888202	-8966747	-8957904	-8996942	-8975908	-9008541	-8908094	-8975915	-8975966	-8999468
196	-8889022	-8968857	-8957489	-8996796	-8977081	-9008406	-8908332	-8976917	-8975797	-8998495
197	-8888813	-8970250	-8957537	-8996625	-8977822	-9008580	-8908047	-8977696	-8975591	-8997992
198	-8888708	-8970647	-8956992	-8996605	-8977657	-9009407	-8906946	-8978628	-8976688	-8998633
199	-8888927	-8970438	-8955893	-8996501	-8976933	-9008948	-8907536	-8978796	-8977266	-8998498
200	-8888947	-8970095	-8956380	-8996078	-8976977	-9009127	-8906627	-8980370	-8977044	-8999669
201	-8888396	-8970318	-8956868	-8996760	-8976662	-9009528	-8906998	-8980422	-8975860	-8999531
202	-8887941	-8970590	-8956652	-8997170	-8975940	-9008985	-8906705	-8979035	-8976220	-8998260
203	-8888387	-8970567	-8955341	-8998009	-8976848	-9008148	-8905344	-8978638	-8976970	-8998106
204	-8888607	-8971447	-8955622	-8997697	-8975388	-9007473	-8905777	-8978439	-8976409	-8998332
205	-8887799	-8972187	-8955869	-8997879	-8975252	-9006939	-8906098	-8978211	-8977530	-8998174
206	-8888560	-8973243	-8955352	-8997517	-8974278	-9006899	-8905769	-8978103	-8978135	-8998454
207	-8888326	-8973007	-8955202	-8998445	-8972841	-9006859	-8906481	-8977650	-8977481	-8999032
208	-8887638	-8974268	-8955676	-8998287	-8971346	-9005899	-8905464	-8976552	-8977334	-8999009
209	-8886546	-8975196	-8955051	-8997985	-8970408	-9005577	-8906811	-8976898	-8977197	-8998353
210	-8886270	-8975651	-8955775	-8999197	-8970055	-9006578	-8906345	-8976851	-8976769	-8999167
211	-8885979	-8976573	-8955014	-9000393	-8969884	-9004879	-8906296	-8977131	-8976518	-8999273
212	-8885684	-8976405	-8954131	-9001226	-8970326	-9003014	-8905489	-8978157	-8975737	-8999872
213	-8885464	-8975678	-8953622	-9001195	-8970526	-9001949	-8906386	-8977500	-8976365	-8998836
214	-8885922	-8976019	-8953433	-9001035	-8971169	-9002397	-8907023	-8977542	-8977156	-8998730
215	-8885547	-8975663	-8954470	-9001743	-8971978	-9001944	-8907927	-8977437	-8977654	-8997953
216	-8884847	-8975843	-8955063	-9000441	-8972266	-9001409	-8907922	-8978699	-8977824	-8998720
217	-8884991	-8976125	-8955654	-9000817	-8972441	-9001268	-8908287	-8979820	-8975539	-8998831
218	-8884379	-8977419	-8956756	-9001865	-8972118	-9001202	-8908252	-8981311	-8974647	-8999506
219	-8884584	-8977476	-8957332	-9002848	-8971835	-9002000	-8907051	-8982784	-8974918	-8999673
220	-8884124	-8978596	-8957382	-9003849	-8971502	-9002001	-8906665	-8983449	-8974460	-9000229
221	-8883516	-8979047	-8957162	-9004535	-8972547	-9001035	-8907208	-8983703	-8975569	-9001409
222	-8884321	-8979605	-8957007	-9004573	-8973352	-9000008	-8908538	-8985070	-8975545	-9003132
223	-8884531	-8979775	-8956696	-9005443	-8974324	-8999463	-8908325	-8984997	-8975055	-9003629
224	-8883847	-8981756	-8956406	-9006180	-8974858	-8998751	-8908466	-8985757	-8974755	-9005202
225	-8883614	-8981223	-8957297	-9005849	-8974835	-8998170	-8907585	-8986620	-8974557	-9004188
226	-8883979	-8981993	-8958148	-9005483	-8974704	-8999650	-8907713	-8987354	-8975342	-9005033
227	-8884181	-8981871	-8958753	-9003928	-8975223	-8998982	-8908860	-8987123	-8975727	-9004600
228	-8883638	-8982608	-8957152	-9004830	-8974974	-8999107	-8908522	-8987703	-8976956	-9004486
229	-8883674	-8981724	-8956302	-9006263	-8975585	-8999420	-8908244	-8987504	-8976170	-9004575
230	-8883466	-8981540	-8956416	-9006728	-8975859	-8999614	-8908734	-8987885	-8976241	-9004731
231	-8883963	-8982353	-8956787	-9007065	-8976272	-8999006	-8908031	-8986593	-8976432	-9004265
232	-8884533	-8982489	-8956337	-9006729	-8976855	-8999647	-8908643	-8985790	-8975880	-9004790
233	-8884305	-8982471	-8955640	-9005954	-8975815	-8999451	-8910363	-8986593	-8975996	-9004497
234	-8883846	-8982195	-8956074	-9006177	-8975400	-8999174	-8911633	-8987299	-8976235	-9004330
235	-8883963	-8981296	-8956234	-9006807	-8975346	-8999940	-8911664	-8987535	-8976413	-9003275
236	-8883440	-8980841	-8956127	-9007003	-8975866	-9000091	-8911708	-8988201	-8975613	-9003745
237	-8882796	-8981746	-8955617	-9007321	-8976473	-8999992	-8912195	-8988427	-8975565	-9005727
238	-8883220	-8981906	-8955800	-9006916	-8976748	-9000044	-8911459	-8988158	-8975615	-9007097
239	-8883831	-8981667	-8956126	-9007089	-8976672	-9000775	-8911336	-8988588	-8975553	-9007417
240	-8885533	-8980735	-8955897	-9006866	-8974434	-8999895	-8911975	-8988139	-8975280	-9006759
241	-8886012	-8979460	-8956124	-9006725	-8973092	-8999087	-8911966	-8987522	-8976213	-9006129
242	-8885289	-8979216	-8957182	-9006357	-8973404	-9000091	-8911233	-8986056	-8975904	-9005315
243	-8886919	-8977844	-8957300	-9005789	-8974517	-9000790	-8911767	-8985320	-8975764	-9004122
244	-8886643	-8976813	-8955463	-9006642	-8974759	-9001261	-8912561	-8985471	-8975845	-9004522
245	-8887302	-8975530	-8954911	-9007611	-8973257	-9001619	-8911879	-8985489	-8975442	-9004766
246	-8886404	-8974248	-8954972	-9007397	-8972314	-9002016	-8913215	-8985473	-8974749	-9003921
247	-8887008	-8974626	-8953647	-9007038	-8972288	-9002616	-8912852	-8985760	-8973716	-9003512
248	-8886977	-8973782	-8954360	-9007322	-8971777	-9001507	-8913811	-8985796	-8973610	-9002979
249	-8887780	-8974362	-8955257	-9007313	-8972201	-9001189	-8913171	-8985609	-8973873	-9003571
250	-8888122	-8972214	-8956515	-9007079	-8971617	-9001716	-8913759	-8984535	-8973528	-9003551
251	-8887332	-8972520	-8957192	-9008134	-8971530	-9001718	-8913923	-8984073	-8973860	-9003500
252	-8887833	-8972175	-8959104	-9009653	-8970791	-9001025	-8913739	-8984875	-8974587	-9002994
253	-8888305	-8971631	-8959024	-9010511	-8970125	-9000351	-8913798	-8984766	-8975404	-9003487
254	-8888665	-8971926	-8958654	-9010298	-8971252	-9000201	-8914424	-8984542	-8975464	-9004576
255	-8888749	-8971079	-8959231	-9010332	-8971492	-8999595	-8914332	-8983722	-8976426	-9004369
256	-8889130	-8971183	-8959595	-9010182	-8972413	-8999380	-8914427	-8983855	-8976320	-9004437
257	-8888718	-8971360	-8959928	-9010387	-8972860	-8998651	-8913508	-8984164	-8976507	-9004743
258	-8888733	-8971030	-8959567	-9009805	-8972821	-8998820	-8912904	-8984007	-8974584	-9005531
259	-8889779	-8970944	-8958988	-9009522	-8971539	-8999022	-8912928	-8983186	-8973657	-9006142
260	-8889185	-8971373	-8960462	-9009100	-8970988	-8999487	-8912636	-8982395	-8972799	-9005492
261	-8889192	-8972319	-8958897	-9008713	-8972050	-8999324	-8912335	-8982401	-8972475	-9005293
262	-8889709	-8970580	-8958618	-9008793	-8972614	-9001379	-8912775	-8982093	-8972600	-9006286
263	-8888977	-8970570	-8957585	-9009827	-8972183	-9001248	-8912481	-8981691	-8973454	-9006041
264	-8889765	-8970312	-8958110	-9009874	-8974001	-9000784	-8912310	-8982328	-8974618	-9005675
265	-8889972	-8971789	-8958074	-9009341	-8972584	-9000528	-8913110	-8981580	-8976346	-9005840
266	-8888577	-8970985	-8957206	-9009717	-8973640	-9000423	-8912748	-8981722	-8976788	-9005892
