#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
107	-7463355	-7418628	-7433377	-7473770	-7486055	-7560639	-7499426	-7491332	-7542662	-7524971
108	-7463688	-7418859	-7433324	-7474304	-7486918	-7562036	-7498708	-7490226	-7542456	-7522657
109	-7463391	-7420320	-7432375	-7475063	-7487780	-7562537	-7497650	-7490309	-7543532	-7523337
110	-7462944	-7419770	-7432839	-7475071	-7488005	-7562941	-7497771	-7491318	-7543884	-7523285
111	-7462577	-7420870	-7431377	-7474101	-7487718	-7562400	-7498149	-7493365	-7543853	-7522341
112	-7462350	-7422547	-7430673	-7471699	-7487819	-7560657	-7499990	-7494102	-7545097	-7522723
113	-7462322	-7424717	-7428247	-7471584	-7487700	-7561181	-7501294	-7493386	-7544200	-7523904
114	-7461481	-7425988	-7427590	-7473018	-7487093	-7561761	-7501831	-7493097	-7542428	-7523369
115	-7461770	-7426384	-7428650	-7474045	-7486237	-7562165	-7503051	-7492558	-7541594	-7521693
116	-7461727	-7426132	-7428834	-7474618	-7485584	-7562958	-7504007	-7491294	-7541143	-7520155
117	-7460894	-7425723	-7428215	-7474606	-7485193	-7565028	-7505125	-7489920	-7541705	-7519233
118	-7461175	-7426258	-7427180	-7474497	-7483568	-7565727	-7505249	-7489740	-7543765	-7517634
119	-7460718	-7425983	-7427667	-7474079	-7482112	-7568147	-7504376	-7489780	-7544086	-7517290
120	-7462100	-7426610	-7428114	-7472207	-7482029	-7568817	-7503795	-7490253	-7544025	-7518683
121	-7463232	-7427524	-7428445	-7470669	-7481593	-7568805	-7503766	-7491711	-7543865	-7518939
122	-7462721	-7427632	-7426586	-7469320	-7480514	-7569621	-7501355	-7491443	-7542402	-7518329
123	-7462783	-7426899	-7426193	-7468369	-7480279	-7568052	-7498866	-7492086	-7542231	-7518246
124	-7463526	-7426372	-7425266	-7466200	-7479680	-7567087	-7498084	-7492059	-7542954	-7518577
125	-7464779	-7426123	-7424042	-7465633	-7479971	-7565909	-7496480	-7491960	-7543910	-7518575
126	-7465488	-7425733	-7424543	-7463759	-7479496	-7564910	-7495329	-7490114	-7545047	-7517988
127	-7465271	-7425501	-7422820	-7463883	-7479228	-7566901	-7494477	-7487877	-7545035	-7516986
128	-7465218	-7425100	-7422955	-7462573	-7478516	-7567855	-7494146	-7487728	-7544167	-7515419
129	-7465354	-7423861	-7422613	-7463172	-7477530	-7568825	-7494039	-7486148	-7542452	-7513282
130	-7464009	-7422746	-7422318	-7461982	-7476394	-7569772	-7493850	-7483886	-7541028	-7514381
131	-7462346	-7421952	-7423793	-7460387	-7474524	-7570308	-7493076	-7483131	-7542509	-7514086
132	-7460049	-7422449	-7424596	-7458358	-7473784	-7570624	-7493330	-7482881	-7543209	-7513516
133	-7458694	-7422714	-7424562	-7457589	-7472210	-7570948	-7493041	-7481293	-7543763	-7512999
134	-7457051	-7422156	-7424260	-7455584	-7471700	-7569158	-7491812	-7481913	-7542122	-7514200
135	-7453507	-7421046	-7423884	-7454683	-7470767	-7570419	-7489640	-7482221	-7542012	-7514276
136	-7453421	-7421029	-7422377	-7454254	-7469945	-7570034	-7486919	-7480703	-7540916	-7514626
137	-7453178	-7420947	-7422932	-7453753	-7470347	-7570182	-7485522	-7481288	-7539268	-7514912
138	-7451280	-7422126	-7422199	-7453670	-7470971	-7570327	-7484041	-7481402	-7538731	-7514847
139	-7452466	-7421277	-7421061	-7454358	-7472239	-7569745	-7482914	-7481016	-7536365	-7514649
140	-7452894	-7422079	-7420605	-7455510	-7471429	-7568883	-7482641	-7480014	-7537334	-7514249
141	-7452724	-7421581	-7419761	-7454938	-7470716	-7568461	-7481441	-7479399	-7538547	-7512584
142	-7451857	-7421063	-7417966	-7455417	-7471191	-7568607	-7482107	-7478709	-7538667	-7513114
143	-7451668	-7421013	-7418745	-7454277	-7471412	-7568682	-7482605	-7475229	-7538182	-7513124
144	-7451001	-7421150	-7420156	-7454179	-7472747	-7569725	-7482595	-7473472	-7538269	-7514351
145	-7450640	-7420896	-7420952	-7454462	-7474235	-7569349	-7481450	-7473669	-7538007	-7515909
146	-7449394	-7421703	-7422485	-7453755	-7473130	-7570104	-7480296	-7475063	-7537860	-7516941
147	-7449541	-7422701	-7422521	-7452128	-7472718	-7568697	-7480382	-7476107	-7535875	-7519581
148	-7448238	-7421899	-7421756	-7450247	-7473790	-7569644	-7478893	-7474783	-7535368	-7520952
149	-7448096	-7421042	-7422497	-7448423	-7473568	-7568701	-7478689	-7474359	-7535700	-7521232
150	-7448179	-7420534	-7423049	-7446946	-7473626	-7567925	-7477840	-7473423	-7535950	-7521105
151	-7449440	-7419547	-7423084	-7446331	-7475419	-7567298	-7478462	-7472699	-7536018	-7520799
152	-7449773	-7420494	-7423015	-7446539	-7475828	-7565351	-7479101	-7471287	-7536660	-7519860
153	-7450095	-7420934	-7422530	-7446682	-7476768	-7565310	-7479630	-7470201	-7535860	-7519367
154	-7450723	-7421925	-7422085	-7447122	-7475178	-7565967	-7479565	-7470401	-7535058	-7520327
155	-7450947	-7422380	-7421734	-7448516	-7474307	-7566282	-7478180	-7469729	-7535893	-7522159
156	-7449608	-7423541	-7422496	-7447599	-7473872	-7568025	-7478173	-7469036	-7535923	-7522184
157	-7449431	-7422473	-7424261	-7447186	-7473433	-7569533	-7477171	-7468559	-7536404	-7523320
158	-7449807	-7421870	-7426788	-7446183	-7472116	-7570557	-7475751	-7468911	-7537246	-7523552
159	-7447326	-7421934	-7427298	-7443863	-7471737	-7571094	-7475542	-7466373	-7537374	-7523738
160	-7447201	-7420507	-7428582	-7441910	-7470681	-7570061	-7476100	-7465887	-7538471	-7524578
161	-7447537	-7418350	-7428506	-7441834	-7471853	-7570125	-7475479	-7466401	-7537846	-7524957
162	-7447863	-7417368	-7427124	-7443173	-7473254	-7568909	-7474886	-7466169	-7536986	-7525361
163	-7447608	-7416029	-7426380	-7445660	-7472417	-7567431	-7474931	-7465809	-7535288	-7525065
164	-7447754	-7416462	-7425152	-7445673	-7471350	-7566239	-7475301	-7466321	-7535139	-7524774
165	-7447961	-7415993	-7426553	-7445872	-7471750	-7564367	-7475281	-7465286	-7535117	-7524960
166	-7448146	-7416079	-7427060	-7447969	-7470873	-7565021	-7473863	-7463240	-7533613	-7525281
167	-7449922	-7416583	-7426840	-7449117	-7471873	-7565176	-7474821	-7462232	-7531970	-7526159
168	-7450742	-7416732	-7426187	-7448777	-7472578	-7564467	-7476084	-7461661	-7531390	-7526754
169	-7450701	-7417093	-7425497	-7446970	-7472610	-7562900	-7477652	-7460017	-7531658	-7526258
170	-7451258	-7416666	-7424587	-7446123	-7472535	-7562544	-7478520	-7459720	-7532911	-7526009
171	-7450624	-7415569	-7423152	-7447228	-7472000	-7563303	-7479290	-7459252	-7532900	-7526058
172	-7450890	-7414124	-7422545	-7447506	-7469166	-7562767	-7479357	-7459662	-7533955	-7527194
173	-7450747	-7414279	-7421566	-7446877	-7468949	-7560853	-7478978	-7459688	-7534733	-7529275
174	-7452026	-7414921	-7421569	-7446355	-7468855	-7560291	-7480107	-7460090	-7534285	-7532258
175	-7453421	-7414995	-7422238	-7446033	-7469657	-7560576	-7479700	-7460577	-7534881	-7534795
176	-7454921	-7413975	-7422804	-7446697	-7469899	-7561091	-7479883	-7461334	-7533453	-7535223
177	-7455438	-7412833	-7422712	-7448324	-7470374	-7559842	-7480071	-7461591	-7533234	-7536250
178	-7455553	-7412904	-7423696	-7449558	-7473255	-7559814	-7482446	-7462505	-7532561	-7537157
179	-7457212	-7411180	-7425019	-7450377	-7474462	-7560143	-7483411	-7462659	-7532495	-7538337
180	-7457036	-7409938	-7425098	-7450667	-7474719	-7560001	-7484617	-7462617	-7532792	-7539395
181	-7455650	-7407116	-7425763	-7452796	-7475863	-7560958	-7486531	-7463494	-7531277	-7539243
182	-7455067	-7405875	-7426671	-7453807	-7475682	-7559701	-7485655	-7462178	-7530236	-7542542
183	-7454394	-7405542	-7425093	-7454257	-7475637	-7559288	-7485201	-7463180	-7528777	-7543631
184	-7452688	-7406006	-7425139	-7454549	-7475401	-7558940	-7484544	-7465417	-7529502	-7542641
185	-7452502	-7406072	-7423998	-7454948	-7474398	-7558898	-7485247	-7465409	-7529461	-7542738
186	-7453776	-7405871	-7424718	-7453063	-7477176	-7560058	-7484907	-7465649	-7529713	-7543146
187	-7455022	-7407236	-7423781	-7452078	-7478721	-7560018	-7486610	-7465327	-7530018	-7543901
188	-7456412	-7406978	-7422529	-7449758	-7478906	-7560321	-7488049	-7463415	-7530863	-7544230
189	-7457782	-7407386	-7422443	-7449025	-7479678	-7559715	-7487762	-7461851	-7530264	-7544136
190	-7458003	-7407829	-7421663	-7450843	-7479510	-7559951	-7488592	-7461285	-7531125	-7545454
191	-7458051	-7408022	-7421903	-7451470	-7480112	-7558768	-7489147	-7458381	-7531340	-7545437
192	-7457940	-7407504	-7421701	-7452070	-7480477	-7556805	-7488973	-7456538	-7529975	-7546807
193	-7456693	-7407798	-7422097	-7455095	-7480457	-7555590	-7489015	-7456749	-7530166	-7547687
194	-7456019	-7406905	-7422531	-7455789	-7481504	-7555176	-7488315	-7455864	-7529759	-7547850
195	-7455154	-7404924	-7422492	-7457044	-7484406	-7553973	-7488216	-7456387	-7530190	-7547862
196	-7456787	-7404410	-7421830	-7456793	-7487546	-7554774	-7489068	-7456547	-7530548	-7548635
197	-7457490	-7405429	-7421510	-7457417	-7488401	-7555566	-7488717	-7457272	-7530755	-7549403
198	-7458138	-7405555	-7422248	-7457812	-7489590	-7557043	-7488221	-7458320	-7529878	-7549549
199	-7458147	-7406158	-7424636	-7455522	-7489155	-7556968	-7488437	-7458812	-7529755	-7550454
200	-7458322	-7404779	-7425614	-7454587	-7489778	-7556415	-7490048	-7459119	-7529306	-7552515
201	-7459821	-7406005	-7427901	-7455150	-7489942	-7555773	-7491879	-7458906	-7529806	-7552628
202	-7461953	-7405476	-7429121	-7454951	-7489895	-7555948	-7492363	-7459492	-7530227	-7551629
203	-7461786	-7404508	-7430100	-7455048	-7490870	-7555443	-7490717	-7459290	-7530423	-7551265
204	-7460860	-7404536	-7430878	-7453953	-7492405	-7554338	-7489258	-7459972	-7532596	-7551789
205	-7461133	-7403596	-7430761	-7452501	-7492427	-7555222	-7489069	-7462462	-7534484	-7551968
206	-7461028	-7402865	-7429526	-7452875	-7493837	-7556781	-7487289	-7462895	-7536046	-7550387
207	-7462011	-7403782	-7430387	-7452946	-7495079	-7556836	-7487326	-7463808	-7536320	-7549143
208	-7462756	-7403756	-7431132	-7454111	-7495348	-7557958	-7487084	-7463936	-7537132	-7548429
209	-7463289	-7403704	-7431928	-7455329	-7495370	-7559295	-7486775	-7465932	-7536154	-7548759
210	-7464416	-7405106	-7432112	-7456368	-7498970	-7559051	-7488934	-7465144	-7536357	-7548397
211	-7465419	-7406260	-7431275	-7459226	-7499528	-7559076	-7489370	-7465208	-7536928	-7548050
212	-7466002	-7405064	-7432304	-7460238	-7501950	-7560949	-7490989	-7467953	-7537378	-7547935
213	-7466442	-7405580	-7432404	-7461258	-7503227	-7561664	-7492463	-7469097	-7538391	-7548080
214	-7465588	-7405626	-7433210	-7463046	-7505456	-7562994	-7491719	-7468468	-7538018	-7548136
215	-7466179	-7406427	-7434136	-7463985	-7506745	-7563730	-7491220	-7468951	-7536969	-7548421
216	-7465757	-7406709	-7433905	-7463356	-7507629	-7563539	-7490428	-7468868	-7535524	-7548893
217	-7465517	-7408191	-7433835	-7463661	-7509938	-7564198	-7490702	-7470802	-7536430	-7549566
218	-7464662	-7406854	-7433295	-7462925	-7510754	-7564613	-7491430	-7470478	-7537120	-7551200
219	-7465229	-7405230	-7434671	-7462958	-7512541	-7566497	-7492018	-7470130	-7536683	-7550977
220	-7466151	-7404277	-7434070	-7461442	-7514078	-7567245	-7491470	-7471513	-7537271	-7549710
221	-7465517	-7404505	-7434602	-7460840	-7513877	-7568557	-7490548	-7472593	-7538724	-7550551
222	-7464666	-7404814	-7434861	-7462059	-7514833	-7568929	-7491558	-7472750	-7539028	-7550762
223	-7464641	-7406226	-7436028	-7462736	-7517212	-7569011	-7492022	-7473663	-7539944	-7551078
224	-7464791	-7407927	-7437316	-7463814	-7516583	-7568354	-7491761	-7475354	-7541053	-7553500
225	-7467366	-7408635	-7438530	-7465395	-7516589	-7568023	-7491695	-7476638	-7541746	-7554258
226	-7468216	-7408383	-7440435	-7467578	-7517665	-7566944	-7491692	-7478578	-7542494	-7554409
227	-7469800	-7408571	-7441433	-7466946	-7516457	-7567014	-7492130	-7478933	-7542508	-7554495
228	-7471647	-7406635	-7442226	-7466933	-7514157	-7567906	-7491253	-7478947	-7542816	-7554096
229	-7472486	-7406451	-7442405	-7467466	-7514140	-7568071	-7489067	-7478370	-7542897	-7552284
230	-7472549	-7407187	-7440785	-7467457	-7513689	-7568997	-7489368	-7476250	-7543037	-7551958
231	-7473142	-7407244	-7441867	-7467378	-7512799	-7572185	-7488210	-7475410	-7540234	-7550886
232	-7472898	-7404803	-7443876	-7467927	-7514431	-7572166	-7486689	-7473710	-7541126	-7550684
233	-7472513	-7403141	-7443380	-7467359	-7514806	-7573265	-7486091	-7473702	-7541540	-7550422
234	-7471379	-7404005	-7441851	-7466686	-7514859	-7572272	-7484555	-7473421	-7541735	-7551482
235	-7472485	-7405366	-7441582	-7466385	-7515968	-7571204	-7483584	-7474041	-7542835	-7550871
236	-7473156	-7405467	-7442177	-7466594	-7516955	-7570047	-7482985	-7476038	-7541281	-7550583
237	-7473037	-7405319	-7442969	-7467098	-7518305	-7569504	-7482592	-7475809	-7540641	-7551143
238	-7473922	-7407203	-7442471	-7467557	-7518505	-7568733	-7483041	-7475409	-7540394	-7550601
239	-7473461	-7407137	-7441586	-7467630	-7518442	-7566520	-7482709	-7475330	-7540749	-7547816
240	-7473522	-7407480	-7441552	-7467957	-7517257	-7565623	-7481988	-7474431	-7540385	-7546526
241	-7474231	-7407309	-7442688	-7467661	-7516581	-7564912	-7482768	-7474377	-7539378	-7545824
242	-7473798	-7407998	-7444777	-7467308	-7516054	-7565535	-7482376	-7475426	-7538901	-7546347
243	-7475184	-7408406	-7445696	-7468736	-7515746	-7564533	-7481535	-7475188	-7538654	-7546099
244	-7475190	-7408312	-7445321	-7468356	-7516522	-7564862	-7481111	-7473385	-7537715	-7546351
245	-7475894	-7408978	-7444972	-7468709	-7516808	-7564836	-7480784	-7473071	-7536265	-7545450
246	-7475802	-7408624	-7445992	-7468641	-7516529	-7563984	-7480186	-7472347	-7535623	-7544403
247	-7475216	-7407964	-7447498	-7467884	-7517587	-7562898	-7479737	-7473364	-7536669	-7544550
248	-7475256	-7408663	-7447932	-7467043	-7517649	-7563143	-7479137	-7473553	-7537386	-7544708
249	-7475916	-7409754	-7446919	-7467569	-7517220	-7564111	-7478203	-7474017	-7536944	-7544147
250	-7475770	-7410994	-7445279	-7468120	-7518466	-7563324	-7478430	-7475559	-7536120	-7545199
251	-7476607	-7412257	-7444294	-7468088	-7518974	-7562669	-7477494	-7476992	-7536468	-7545490
252	-7477308	-7414578	-7443081	-7469627	-7519141	-7564322	-7476135	-7478331	-7535058	-7546857
253	-7477180	-7417038	-7441286	-7469497	-7518964	-7565909	-7477738	-7478444	-7534914	-7546547
254	-7477475	-7419263	-7441285	-7469903	-7517672	-7563992	-7477878	-7479281	-7534276	-7545952
255	-7476996	-7420527	-7442401	-7470632	-7516994	-7565158	-7479077	-7479428	-7533400	-7546528
256	-7476594	-7422248	-7441892	-7469625	-7515024	-7564069	-7479269	-7480348	-7533429	-7546906
257	-7478026	-7422044	-7443633	-7469925	-7512715	-7563778	-7479854	-7479160	-7534528	-7546955
258	-7477735	-7422401	-7444525	-7468966	-7511863	-7564422	-7479974	-7478651	-7536331	-7546387
259	-7477473	-7421939	-7443599	-7467157	-7509675	-7564112	-7479216	-7478818	-7536206	-7546067
260	-7476529	-7420620	-7442954	-7466366	-7507644	-7564299	-7479924	-7478953	-7535554	-7545001
261	-7476036	-7421127	-7442861	-7465321	-7504879	-7564719	-7479300	-7479081	-7534213	-7544173
262	-7475052	-7422084	-7441212	-7465398	-7504036	-7565505	-7479833	-7479253	-7534385	-7546093
263	-7475328	-7422565	-7439858	-7464214	-7502171	-7565300	-7479908	-7480152	-7533731	-7544827
264	-7475329	-7422971	-7439833	-7463058	-7500099	-7565276	-7480972	-7479852	-7534799	-7543787
265	-7476837	-7422820	-7439365	-7461617	-7499887	-7565763	-7481863	-7479212	-7534954	-7543151
266	-7476875	-7423703	-7438677	-7461600	-7499736	-7565638	-7481925	-7478737	-7536443	-7540605
