#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
73	-9032742	-8947435	-8985722	-8840149	-8925308	-8938553	-8976266	-9003494	-8977498	-8935372
74	-9032997	-8948020	-8987090	-8840120	-8924536	-8937598	-8977467	-9004163	-8976693	-8935512
75	-9032477	-8947327	-8986545	-8839944	-8925449	-8937421	-8976690	-9004441	-8975706	-8935803
76	-9031583	-8948364	-8986868	-8839452	-8924863	-8937668	-8975039	-9004001	-8975302	-8937038
77	-9032091	-8948364	-8986116	-8838881	-8924389	-8937341	-8975269	-9002932	-8974484	-8937022
78	-9032157	-8948969	-8986381	-8838351	-8924487	-8937186	-8975035	-9003965	-8975117	-8936229
79	-9031779	-8948964	-8986921	-8837440	-8924364	-8937325	-8974568	-9004238	-8974950	-8935597
80	-9031454	-8949978	-8986394	-8837148	-8924322	-8936718	-8974878	-9005150	-8975591	-8935882
81	-9031647	-8950472	-8985313	-8836986	-8923721	-8938343	-8975155	-9005060	-8973510	-8936689
82	-9032142	-8950494	-8985656	-8836317	-8923672	-8938125	-8973962	-9005167	-8973947	-8937803
83	-9032460	-8951282	-8985580	-8836833	-8924484	-8937987	-8974132	-9004971	-8974019	-8937349
84	-9032778	-8951085	-8986073	-8837549	-8925535	-8937521	-8973094	-9004199	-8973980	-8936966
85	-9032727	-8951374	-8986017	-8837677	-8924996	-8936658	-8973752	-9003752	-8972975	-8937226
86	-9031664	-8951048	-8987165	-8837631	-8924024	-8935900	-8973379	-9003224	-8972592	-8938417
87	-9031213	-8950452	-8985995	-8838048	-8924678	-8936259	-8972405	-9003400	-8972507	-8938707
88	-9031683	-8950189	-8984848	-8838476	-8924032	-8936269	-8972829	-9001779	-8972166	-8938263
89	-9030432	-8948929	-8984638	-8838450	-8924818	-8934699	-8973732	-9002293	-8972163	-8937506
90	-9029151	-8948920	-8984598	-8838399	-8924504	-8934442	-8972819	-9001848	-8971904	-8936887
91	-9029955	-8948090	-8984479	-8839670	-8923334	-8934493	-8972936	-9001405	-8971543	-8937308
92	-9031255	-8948279	-8985275	-8839385	-8922670	-8934489	-8971864	-9001139	-8973034	-8936124
93	-9031790	-8948177	-8983972	-8840543	-8923265	-8932851	-8971678	-9001416	-8973801	-8937391
94	-9032062	-8949377	-8982823	-8839880	-8923196	-8932495	-8970011	-9001728	-8973475	-8937519
95	-9031405	-8948217	-8982847	-8840099	-8922385	-8932167	-8969273	-9001851	-8973007	-8937437
96	-9031221	-8947682	-8982633	-8839779	-8923405	-8933728	-8969491	-9002122	-8973501	-8937291
97	-9032206	-8949276	-8985172	-8838846	-8923013	-8934438	-8970173	-9002288	-8974626	-8937368
98	-9032953	-8949322	-8985034	-8838225	-8922274	-8934527	-8969437	-9001382	-8974714	-8938426
99	-9031178	-8949555	-8985709	-8838171	-8922109	-8934635	-8969263	-9002931	-8975142	-8939265
100	-9031682	-8949542	-8986961	-8838277	-8921612	-8934769	-8969189	-9004121	-8976004	-8940097
101	-9031841	-8948701	-8987730	-8837503	-8922648	-8935609	-8969637	-9002932	-8975572	-8941403
102	-9031754	-8948631	-8987978	-8837009	-8922674	-8936249	-8968173	-9003497	-8975352	-8943216
103	-9030429	-8948427	-8986423	-8838777	-8922930	-8935549	-8966212	-9002458	-8975147	-8942980
104	-9030641	-8948938	-8985754	-8840135	-8922498	-8937244	-8965986	-9000883	-8975434	-8941919
105	-9030949	-8947807	-8985360	-8839563	-8922961	-8937515	-8966007	-8999838	-8975398	-8941732
106	-9030889	-8948288	-8984911	-8839011	-8923364	-8938494	-8966928	-8998476	-8975460	-8941719
107	-9030929	-8948840	-8983876	-8838485	-8922555	-8938522	-8966403	-8998419	-8976346	-8940716
108	-9031220	-8949679	-8983659	-8838760	-8922708	-8938283	-8965840	-8998633	-8975875	-8940350
109	-9030817	-8951056	-8982896	-8839672	-8921889	-8937821	-8966349	-8998225	-8975624	-8941093
110	-9031634	-8950957	-8981759	-8841106	-8922007	-8938011	-8965593	-8998235	-8976362	-8941444
111	-9031811	-8950912	-8982109	-8843008	-8923156	-8938188	-8964736	-8999006	-8977102	-8941486
112	-9032970	-8949261	-8981299	-8843142	-8922760	-8939504	-8964623	-8999112	-8977780	-8942560
113	-9032554	-8948558	-8981260	-8842913	-8921802	-8939073	-8964396	-8999066	-8978844	-8944108
114	-9032133	-8949203	-8980829	-8843352	-8920736	-8940060	-8963872	-8999194	-8977416	-8945579
115	-9032011	-8948913	-8980976	-8843144	-8921351	-8939928	-8963434	-8999654	-8978307	-8946005
116	-9032268	-8949058	-8980257	-8843578	-8921924	-8940291	-8964121	-8999833	-8977523	-8946607
117	-9032280	-8948019	-8980411	-8843417	-8922600	-8940973	-8962792	-8998685	-8975898	-8946776
118	-9032338	-8946906	-8980818	-8843385	-8922662	-8941747	-8962586	-8998917	-8976949	-8946638
119	-9031903	-8946695	-8980483	-8842497	-8923171	-8942324	-8962921	-8998625	-8976021	-8946977
120	-9032231	-8946937	-8979637	-8842441	-8922981	-8942685	-8963877	-8998445	-8977087	-8947944
121	-9031936	-8946770	-8979687	-8842140	-8924958	-8942765	-8964883	-8998375	-8977163	-8947612
122	-9030238	-8945776	-8979334	-8841799	-8925057	-8942122	-8964499	-8999432	-8976306	-8947086
123	-9029140	-8945191	-8978160	-8842186	-8925486	-8942323	-8963235	-8998998	-8976394	-8947230
124	-9029252	-8946279	-8978101	-8842767	-8924837	-8943198	-8962154	-8999023	-8975618	-8948498
125	-9029094	-8946609	-8977735	-8843689	-8923530	-8944779	-8962137	-8999937	-8975791	-8949472
126	-9029138	-8947603	-8977853	-8844220	-8923595	-8943947	-8961327	-8999847	-8976828	-8948429
127	-9028495	-8947972	-8978102	-8844182	-8922855	-8943983	-8961239	-8999551	-8976064	-8947687
128	-9030628	-8947896	-8976990	-8845196	-8920538	-8944471	-8962836	-8998598	-8975274	-8947171
129	-9029836	-8946895	-8977438	-8844479	-8920306	-8943769	-8962391	-8998330	-8975331	-8946644
130	-9030004	-8946290	-8977217	-8843525	-8920430	-8943271	-8963468	-8997880	-8975304	-8945568
131	-9031353	-8946003	-8978675	-8843575	-8920840	-8942517	-8962731	-8998520	-8974284	-8945669
132	-9030754	-8946855	-8978068	-8844428	-8920461	-8942304	-8963329	-8998770	-8974735	-8945554
133	-9031524	-8946003	-8978799	-8844165	-8921208	-8942866	-8964226	-8999151	-8975398	-8946447
134	-9032270	-8945913	-8978842	-8843570	-8921899	-8943124	-8964943	-8999663	-8975674	-8946465
135	-9031084	-8945047	-8979459	-8841716	-8921659	-8942398	-8965371	-8998883	-8974846	-8946930
136	-9031443	-8945104	-8979762	-8841119	-8922231	-8941613	-8964380	-8999350	-8975486	-8946806
137	-9031418	-8945023	-8979019	-8841507	-8922503	-8941447	-8964185	-8998569	-8976011	-8947253
138	-9030923	-8945528	-8978185	-8842128	-8922346	-8941022	-8964292	-8998646	-8975411	-8947352
139	-9031761	-8945829	-8979187	-8842946	-8921497	-8939955	-8964000	-8998890	-8973936	-8948435
140	-9032023	-8946362	-8978897	-8842558	-8921783	-8938799	-8964718	-8998442	-8973453	-8950024
141	-9032565	-8945713	-8979015	-8843108	-8922086	-8939369	-8964196	-8999032	-8973951	-8949421
142	-9031563	-8945444	-8979071	-8842237	-8922523	-8938554	-8963473	-9000178	-8974172	-8949791
143	-9031392	-8945677	-8978592	-8840979	-8922618	-8938617	-8963220	-9000078	-8973456	-8949153
144	-9033191	-8945949	-8979728	-8841463	-8922763	-8937872	-8963032	-9000623	-8973084	-8948078
145	-9034051	-8945994	-8979107	-8839921	-8923635	-8937324	-8961931	-9001217	-8973663	-8948737
146	-9032708	-8945254	-8979159	-8840489	-8924001	-8936855	-8960891	-9000910	-8974393	-8950467
147	-9031601	-8944838	-8979333	-8840240	-8923155	-8937092	-8961338	-9001622	-8974443	-8951676
148	-9032062	-8944920	-8979480	-8840292	-8923557	-8937163	-8961082	-9000965	-8975208	-8952513
149	-9032055	-8945036	-8979001	-8838656	-8923689	-8937303	-8961789	-9001496	-8974866	-8953316
150	-9033348	-8946326	-8979340	-8838747	-8923206	-8938237	-8961152	-9001030	-8974344	-8953966
151	-9033478	-8946851	-8979054	-8837405	-8923183	-8938208	-8962516	-9000678	-8974100	-8952974
152	-9033478	-8947164	-8979220	-8836625	-8924707	-8938307	-8962281	-9002294	-8973005	-8952851
153	-9034353	-8947306	-8978705	-8836798	-8925889	-8939302	-8962386	-9002137	-8972601	-8953924
154	-9033430	-8947583	-8978962	-8837295	-8926458	-8937906	-8961799	-9001569	-8974295	-8954981
155	-9033256	-8948212	-8979294	-8837220	-8926898	-8938556	-8961325	-9001603	-8974140	-8954073
156	-9033087	-8947928	-8980088	-8836839	-8925397	-8939425	-8961708	-9001511	-8974521	-8955190
157	-9033181	-8949469	-8980029	-8836779	-8924744	-8939974	-8961484	-9001593	-8975011	-8954423
158	-9032939	-8949658	-8979796	-8836433	-8924276	-8939561	-8961702	-9001989	-8974464	-8954070
159	-9031943	-8950395	-8979182	-8835926	-8923749	-8939166	-8961771	-9002097	-8973599	-8954761
160	-9031027	-8950391	-8980016	-8834867	-8923473	-8939915	-8962443	-9003545	-8973728	-8955114
161	-9031557	-8951279	-8980379	-8833330	-8923950	-8941518	-8962924	-9004483	-8974822	-8955863
162	-9031656	-8951965	-8980677	-8832791	-8924190	-8940526	-8963273	-9005245	-8975960	-8955631
163	-9030442	-8951471	-8980345	-8832909	-8923960	-8940930	-8963748	-9005298	-8975752	-8955434
164	-9029670	-8950889	-8980567	-8832687	-8922963	-8941743	-8964957	-9004617	-8975147	-8955222
165	-9030495	-8950088	-8980434	-8832888	-8924133	-8941593	-8965093	-9003764	-8975194	-8954489
166	-9030836	-8950124	-8980737	-8832017	-8924306	-8941426	-8964756	-9004052	-8976642	-8954279
167	-9031515	-8950314	-8980405	-8831114	-8924015	-8940733	-8963945	-9004385	-8976458	-8955555
168	-9031433	-8950584	-8980023	-8830785	-8923554	-8940735	-8963737	-9005064	-8976042	-8955073
169	-9031542	-8950284	-8980162	-8830869	-8923229	-8940767	-8962897	-9004905	-8975933	-8955507
170	-9032087	-8950935	-8980676	-8829859	-8923745	-8940858	-8962650	-9004908	-8977292	-8956683
171	-9032542	-8950713	-8981634	-8829891	-8925027	-8940150	-8961773	-9003358	-8977790	-8956896
172	-9033041	-8952092	-8981533	-8830116	-8925054	-8940473	-8962122	-9003098	-8978548	-8957735
173	-9033744	-8953089	-8981307	-8830119	-8924886	-8940543	-8961115	-9002777	-8978401	-8957212
174	-9032843	-8953651	-8981726	-8829811	-8924995	-8940918	-8961810	-9002632	-8978811	-8956573
175	-9032219	-8954364	-8981477	-8830928	-8924754	-8939498	-8962273	-9001277	-8980511	-8954862
176	-9032442	-8953886	-8982199	-8831285	-8924546	-8939198	-8961733	-9000435	-8981217	-8954452
177	-9031717	-8953675	-8982731	-8832060	-8925344	-8939155	-8961372	-9000008	-8982666	-8955210
178	-9032288	-8954624	-8982909	-8832387	-8924928	-8938347	-8962111	-8999680	-8982691	-8956161
179	-9032080	-8954859	-8983729	-8832323	-8925413	-8938819	-8962348	-8999952	-8982662	-8957117
180	-9032106	-8955327	-8984199	-8832906	-8925210	-8938498	-8963201	-9001541	-8983848	-8958670
181	-9032562	-8956097	-8984966	-8833423	-8924952	-8938905	-8961858	-9001031	-8984275	-8959484
182	-9033538	-8956310	-8984979	-8833839	-8925245	-8938695	-8961573	-8999956	-8983798	-8958899
183	-9033860	-8955523	-8985758	-8834173	-8925846	-8939478	-8961028	-8999624	-8983781	-8959132
184	-9033063	-8956040	-8986294	-8834964	-8925655	-8938306	-8959838	-8999871	-8985137	-8959404
185	-9033673	-8957006	-8987043	-8834528	-8924645	-8937454	-8961022	-8999826	-8985111	-8959251
186	-9034444	-8957234	-8987025	-8834620	-8926010	-8937081	-8960899	-8999831	-8986092	-8959813
187	-9034824	-8957355	-8987181	-8835164	-8925185	-8937619	-8961236	-8999340	-8986251	-8960315
188	-9035195	-8957169	-8987078	-8835448	-8925307	-8937802	-8961462	-8999601	-8987203	-8960413
189	-9034696	-8957282	-8986890	-8834844	-8925059	-8936630	-8961337	-8999990	-8987070	-8959142
190	-9035033	-8957106	-8984935	-8835617	-8925251	-8936593	-8961886	-9000995	-8987808	-8959214
191	-9035487	-8957378	-8984917	-8836255	-8924774	-8936111	-8961036	-9001650	-8987979	-8959032
192	-9035104	-8957139	-8985714	-8836863	-8925207	-8936358	-8960526	-9001548	-8988140	-8959327
193	-9033833	-8956811	-8984945	-8836854	-8925482	-8936916	-8960763	-9001738	-8987633	-8959721
194	-9034499	-8957176	-8984435	-8838526	-8925778	-8936700	-8960636	-9001467	-8987548	-8958690
195	-9033772	-8956368	-8983986	-8838485	-8925633	-8936896	-8961050	-9002951	-8989048	-8957957
196	-9032918	-8956646	-8983726	-8839480	-8925729	-8937128	-8961717	-9003356	-8988504	-8957922
197	-9033233	-8956294	-8982952	-8839871	-8925268	-8936685	-8962420	-9003369	-8988446	-8958140
198	-9032340	-8957165	-8982643	-8840315	-8924209	-8937348	-8962497	-9004008	-8989321	-8958923
199	-9032716	-8957306	-8981903	-8841301	-8923777	-8937870	-8962460	-9004035	-8988184	-8958396
200	-9032466	-8957768	-8982732	-8841762	-8923400	-8936892	-8961656	-9005765	-8988372	-8957324
201	-9031741	-8957464	-8982082	-8842434	-8923350	-8937081	-8963040	-9005400	-8988256	-8957215
202	-9031372	-8957041	-8980649	-8842460	-8923415	-8938237	-8963719	-9004904	-8988944	-8957988
203	-9031757	-8956196	-8980995	-8843365	-8923289	-8938067	-8965329	-9004817	-8987941	-8958171
204	-9031842	-8957155	-8981729	-8843953	-8922639	-8939183	-8964967	-9005348	-8988429	-8958427
205	-9031839	-8957737	-8981271	-8844554	-8923105	-8939471	-8965284	-9006125	-8988604	-8957262
206	-9031838	-8957592	-8982033	-8844058	-8921455	-8939755	-8966002	-9004596	-8988714	-8957157
207	-9031470	-8958090	-8981764	-8843645	-8921741	-8939329	-8967103	-9005341	-8987914	-8956448
208	-9032174	-8958386	-8981350	-8843359	-8921520	-8939596	-8966798	-9005606	-8987364	-8956944
209	-9031994	-8958092	-8981230	-8843133	-8920742	-8938823	-8968450	-9005049	-8987210	-8956927
210	-9031884	-8958288	-8981955	-8841637	-8920968	-8939418	-8969738	-9005302	-8987679	-8957074
211	-9030795	-8957214	-8981341	-8841802	-8920807	-8940719	-8969659	-9006285	-8988215	-8957716
212	-9029773	-8956355	-8982205	-8840663	-8920628	-8941254	-8970627	-9006657	-8987891	-8956647
213	-9029355	-8955377	-8982903	-8841224	-8920761	-8941545	-8971586	-9007204	-8988682	-8956341
214	-9028824	-8956403	-8983016	-8840643	-8919747	-8940396	-8970508	-9006153	-8987795	-8955435
215	-9029263	-8955283	-8984023	-8840490	-8919004	-8940251	-8972094	-9005641	-8986461	-8954877
216	-9029238	-8954958	-8983150	-8839957	-8920288	-8940156	-8972911	-9006561	-8986396	-8954399
217	-9028141	-8954813	-8983042	-8839886	-8921233	-8940152	-8973837	-9006894	-8986110	-8954609
218	-9028860	-8954727	-8983576	-8837903	-8920525	-8940331	-8973437	-9005774	-8987245	-8955038
219	-9028185	-8955401	-8981616	-8837661	-8921513	-8941023	-8972751	-9005132	-8986287	-8954141
220	-9029080	-8954503	-8981368	-8838757	-8921491	-8940349	-8972832	-9007246	-8986914	-8952610
221	-9029879	-8954856	-8981748	-8838419	-8920883	-8939669	-8973717	-9007355	-8987180	-8951859
222	-9030680	-8953809	-8983410	-8836246	-8920016	-8940406	-8973974	-9007630	-8987790	-8950766
223	-9030536	-8953057	-8984490	-8834735	-8920157	-8940282	-8974428	-9007527	-8988040	-8950522
224	-9030356	-8953707	-8984233	-8834904	-8919363	-8939628	-8973798	-9008310	-8987789	-8949460
225	-9031630	-8954471	-8983866	-8836218	-8919470	-8940078	-8973982	-9009007	-8988886	-8949644
226	-9031403	-8953586	-8984669	-8836421	-8919343	-8940305	-8974479	-9008342	-8988743	-8950996
227	-9029845	-8952376	-8985011	-8836493	-8919415	-8940535	-8974174	-9007571	-8988303	-8950527
228	-9029309	-8950744	-8984966	-8836343	-8919467	-8940253	-8973643	-9007037	-8987937	-8949400
229	-9029381	-8950840	-8985956	-8835965	-8919428	-8940585	-8973912	-9006283	-8988403	-8948281
230	-9028841	-8949780	-8986448	-8834859	-8919763	-8940287	-8973958	-9006766	-8987979	-8948128
231	-9027658	-8949630	-8986248	-8834229	-8919318	-8940976	-8974139	-9007512	-8987089	-8947726
232	-9026594	-8950277	-8986235	-8834446	-8918861	-8941553	-8975163	-9008970	-8986115	-8947535
233	-9025727	-8948781	-8986572	-8834656	-8919104	-8941788	-8975205	-9009404	-8986085	-8946151
234	-9024765	-8948638	-8987307	-8834751	-8918079	-8942521	-8976002	-9009704	-8985688	-8945939
235	-9024851	-8948911	-8987418	-8835083	-8917754	-8942257	-8975888	-9010120	-8985345	-8945511
236	-9025042	-8948462	-8986135	-8835811	-8917600	-8941419	-8977761	-9010316	-8987007	-8945633
237	-9026294	-8948764	-8985429	-8835648	-8917326	-8941328	-8976289	-9010409	-8986408	-8946777
238	-9026363	-8948853	-8984530	-8835538	-8916831	-8940291	-8976411	-9011142	-8986165	-8946644
239	-9025034	-8948884	-8985506	-8835321	-8917091	-8939321	-8976172	-9010489	-8984689	-8945945
240	-9025888	-8948668	-8985336	-8835939	-8915312	-8939724	-8976060	-9010062	-8984138	-8946540
241	-9026439	-8948420	-8984752	-8836284	-8915075	-8940136	-8975992	-9009581	-8984042	-8946599
242	-9026363	-8949748	-8985335	-8836919	-8915387	-8940998	-8976519	-9009818	-8983395	-8947408
243	-9027121	-8949598	-8985273	-8836659	-8916012	-8941554	-8976378	-9010631	-8983288	-8947209
244	-9026612	-8948945	-8986483	-8836859	-8917503	-8941284	-8976368	-9009849	-8984158	-8946304
245	-9025600	-8949052	-8985692	-8836193	-8917182	-8941990	-8977589	-9009378	-8983783	-8945952
246	-9026418	-8949188	-8984884	-8837012	-8917630	-8942613	-8976431	-9008435	-8983513	-8946462
247	-9025486	-8949129	-8985227	-8835970	-8917448	-8942984	-8975777	-9008897	-8982928	-8947504
248	-9025607	-8949816	-8984851	-8835786	-8917521	-8943154	-8974933	-9008548	-8982135	-8947891
249	-9025029	-8950206	-8985315	-8836362	-8918127	-8943495	-8974233	-9009046	-8981583	-8948020
250	-9025143	-8950919	-8984925	-8836513	-8917794	-8942688	-8973541	-9008915	-8982150	-8948206
251	-9026509	-8951589	-8985625	-8836822	-8919865	-8942739	-8972122	-9008083	-8981974	-8947963
252	-9025970	-8952614	-8985010	-8837758	-8920528	-8943346	-8971269	-9008528	-8982019	-8948454
253	-9024973	-8952476	-8984422	-8837865	-8921343	-8943684	-8971228	-9006825	-8981859	-8948392
254	-9025491	-8953112	-8984332	-8839359	-8923344	-8944919	-8971169	-9006209	-8981196	-8947526
255	-9024378	-8953787	-8984067	-8839004	-8922691	-8944815	-8969922	-9006613	-8981778	-8948958
256	-9024974	-8953660	-8984237	-8838140	-8922992	-8945414	-8969907	-9005704	-8982389	-8949123
257	-9024800	-8953255	-8984160	-8837891	-8923980	-8946281	-8969867	-9006322	-8981741	-8949320
258	-9024503	-8953678	-8983430	-8837743	-8924152	-8946320	-8969928	-9006428	-8981863	-8949105
259	-9024767	-8953355	-8983095	-8837483	-8923495	-8946327	-8969607	-9006720	-8980928	-8948302
260	-9024468	-8953868	-8983700	-8836852	-8923226	-8944966	-8969765	-9006368	-8980302	-8947724
261	-9024897	-8953360	-8983067	-8837295	-8923508	-8944534	-8969642	-9004912	-8980180	-8948802
262	-9024221	-8953301	-8983730	-8837575	-8923232	-8945191	-8968890	-9005029	-8980908	-8948678
263	-9022281	-8953814	-8982571	-8837708	-8923201	-8945940	-8969443	-9004989	-8980919	-8950434
264	-9020668	-8954291	-8982864	-8839209	-8922512	-8947111	-8969435	-9003933	-8981433	-8949981
265	-9020848	-8955191	-8982081	-8839408	-8922661	-8946992	-8969093	-9004933	-8980831	-8948767
266	-9022556	-8954419	-8981918	-8838665	-8924185	-8947274	-8969327	-9004081	-8981739	-8948420
