#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
23	-7533606	-7474895	-7358049	-7617263	-7506986	-7435619	-7395102	-7575842	-7471715	-7469121
24	-7534621	-7473847	-7357064	-7617559	-7507549	-7436319	-7394089	-7573978	-7470626	-7467917
25	-7534341	-7473421	-7357209	-7617368	-7507716	-7436598	-7394670	-7574548	-7470844	-7467510
26	-7533056	-7473301	-7357566	-7617193	-7507676	-7436647	-7395093	-7574942	-7470105	-7466063
27	-7532587	-7472818	-7357131	-7619841	-7507708	-7436898	-7394583	-7576554	-7470471	-7467043
28	-7531891	-7471899	-7356501	-7621048	-7508170	-7437384	-7394092	-7577552	-7470033	-7467191
29	-7531666	-7473220	-7357115	-7620473	-7508241	-7434965	-7393199	-7578833	-7469378	-7468002
30	-7535475	-7472479	-7355754	-7621347	-7507353	-7435110	-7391667	-7578766	-7469029	-7469113
31	-7535787	-7473591	-7355397	-7622152	-7506253	-7434204	-7389718	-7578887	-7468788	-7469787
32	-7535040	-7473243	-7356066	-7623136	-7505011	-7434242	-7389674	-7579761	-7467768	-7470282
33	-7534696	-7473217	-7357471	-7624530	-7504319	-7433132	-7388720	-7579932	-7468370	-7468001
34	-7534930	-7473543	-7360162	-7626679	-7503375	-7433607	-7387143	-7579603	-7469553	-7467553
35	-7534557	-7475352	-7361420	-7627984	-7503462	-7434367	-7387106	-7578293	-7469409	-7466616
36	-7533664	-7475653	-7362945	-7629143	-7504757	-7435523	-7386783	-7579402	-7469020	-7466912
37	-7532715	-7473845	-7364312	-7629132	-7505245	-7437196	-7388731	-7580732	-7468158	-7466995
38	-7532334	-7472075	-7363961	-7630325	-7504545	-7437380	-7388972	-7579268	-7469209	-7466743
39	-7531367	-7470883	-7365331	-7630740	-7504463	-7436714	-7387965	-7578894	-7468572	-7467067
40	-7531908	-7470307	-7364295	-7630387	-7505357	-7433846	-7388324	-7578318	-7466218	-7466704
41	-7532605	-7468720	-7363457	-7629563	-7507496	-7431939	-7387532	-7577250	-7464716	-7468566
42	-7531503	-7468799	-7364182	-7630593	-7507566	-7432292	-7385774	-7577970	-7464084	-7469280
43	-7532246	-7467530	-7363679	-7630132	-7507532	-7430907	-7385754	-7579473	-7462461	-7471264
44	-7532915	-7468042	-7363657	-7630006	-7508570	-7431391	-7386133	-7580036	-7461153	-7472698
45	-7532819	-7469008	-7365189	-7630185	-7509340	-7431210	-7386003	-7580725	-7461063	-7472816
46	-7533119	-7468902	-7366161	-7630183	-7510465	-7431676	-7386211	-7581725	-7459170	-7472136
47	-7533047	-7467962	-7367424	-7632008	-7513969	-7431253	-7387207	-7580744	-7458879	-7472430
48	-7531801	-7468081	-7367675	-7632482	-7514170	-7431518	-7388681	-7580068	-7457886	-7471568
49	-7530712	-7468176	-7369928	-7632509	-7513152	-7431073	-7389537	-7579040	-7459232	-7471501
50	-7530862	-7467796	-7369759	-7633055	-7512151	-7427696	-7389788	-7578521	-7459233	-7470484
51	-7530901	-7467915	-7370104	-7634679	-7513337	-7427544	-7388997	-7577274	-7459771	-7470035
52	-7531113	-7468319	-7370548	-7634830	-7513656	-7427674	-7389943	-7575880	-7458437	-7470296
53	-7532050	-7471228	-7371409	-7633710	-7514816	-7427329	-7389214	-7575209	-7456662	-7470084
54	-7532330	-7471400	-7371251	-7633720	-7515493	-7427797	-7387516	-7576513	-7455066	-7470785
55	-7531203	-7470740	-7371500	-7633330	-7516340	-7426804	-7386293	-7577281	-7453517	-7470395
56	-7530264	-7469268	-7372480	-7632855	-7516508	-7425582	-7385862	-7576412	-7451769	-7469948
57	-7528638	-7467963	-7373025	-7632531	-7516122	-7423630	-7384830	-7575337	-7450813	-7470031
58	-7527203	-7468833	-7372095	-7631515	-7517344	-7423173	-7383800	-7575359	-7450357	-7470057
59	-7526762	-7468896	-7371152	-7630493	-7517865	-7422239	-7382736	-7575139	-7448744	-7469680
60	-7526403	-7469713	-7371694	-7628485	-7518036	-7422403	-7381123	-7574670	-7447154	-7468690
61	-7526917	-7470118	-7372559	-7628482	-7516159	-7423588	-7381827	-7574976	-7446563	-7469016
62	-7527073	-7469752	-7372976	-7629058	-7515733	-7424299	-7381932	-7575537	-7447380	-7470317
63	-7525751	-7469229	-7373513	-7628084	-7514734	-7424819	-7380655	-7575812	-7447996	-7471524
64	-7524512	-7468214	-7373745	-7627908	-7512978	-7424526	-7381784	-7575871	-7449071	-7471644
65	-7522806	-7467769	-7374313	-7628439	-7512662	-7423917	-7383565	-7576321	-7449447	-7470986
66	-7522195	-7467813	-7375022	-7629616	-7512127	-7424864	-7384508	-7576950	-7449450	-7471957
67	-7521334	-7465749	-7375687	-7628258	-7511353	-7425064	-7383049	-7577228	-7448774	-7470269
68	-7521452	-7464157	-7374822	-7627756	-7511353	-7424639	-7383284	-7577517	-7448185	-7470550
69	-7520500	-7463280	-7374936	-7625860	-7510681	-7424344	-7384053	-7576241	-7447480	-7470607
70	-7520788	-7462047	-7374662	-7624971	-7511714	-7424164	-7384301	-7575734	-7447388	-7470151
71	-7520076	-7460320	-7373362	-7623537	-7511581	-7425688	-7384670	-7575514	-7447819	-7471647
72	-7518722	-7460224	-7373812	-7622076	-7511320	-7426495	-7385549	-7575071	-7446769	-7473059
73	-7517836	-7459118	-7372646	-7621529	-7510586	-7428588	-7386798	-7574507	-7445791	-7474041
74	-7516409	-7458620	-7373563	-7621691	-7509946	-7430161	-7387116	-7572927	-7445755	-7474698
75	-7514696	-7459172	-7374880	-7619666	-7509194	-7430811	-7387069	-7571126	-7444205	-7474974
76	-7515931	-7459177	-7375743	-7618311	-7511008	-7430279	-7388285	-7569636	-7442702	-7474831
77	-7515471	-7458359	-7376342	-7616252	-7511107	-7429930	-7389311	-7567879	-7440985	-7474140
78	-7515596	-7456222	-7375896	-7615488	-7512439	-7429310	-7389272	-7566012	-7439816	-7474429
79	-7515905	-7455834	-7373246	-7615828	-7512594	-7428230	-7390207	-7566000	-7439470	-7475113
80	-7516125	-7455727	-7373460	-7614709	-7511890	-7430448	-7391582	-7567895	-7439783	-7475235
81	-7514470	-7455163	-7373116	-7613735	-7512730	-7431655	-7392280	-7566539	-7439940	-7474041
82	-7514219	-7456315	-7373364	-7611819	-7513421	-7431328	-7393866	-7563616	-7440277	-7473493
83	-7513829	-7455855	-7371720	-7613082	-7513769	-7432362	-7393830	-7563348	-7439012	-7472017
84	-7514407	-7456606	-7371337	-7612345	-7513590	-7433467	-7393726	-7562989	-7438736	-7472165
85	-7514471	-7457048	-7368856	-7611686	-7513497	-7435110	-7395325	-7561653	-7438435	-7472130
86	-7515559	-7457056	-7366951	-7610549	-7516154	-7436838	-7396190	-7562006	-7437073	-7472681
87	-7517503	-7456339	-7365032	-7611079	-7518108	-7437884	-7397921	-7560904	-7436482	-7473180
88	-7515877	-7456322	-7364342	-7610600	-7520786	-7438499	-7400063	-7560082	-7436351	-7472783
89	-7515436	-7455218	-7362274	-7611072	-7524010	-7437513	-7401104	-7559190	-7433610	-7473896
90	-7513323	-7453717	-7360713	-7609445	-7523087	-7437357	-7401672	-7559351	-7431257	-7474722
91	-7513325	-7453508	-7361028	-7608140	-7522646	-7437133	-7402317	-7558082	-7428945	-7475309
92	-7510109	-7453246	-7360528	-7606508	-7522748	-7438794	-7402076	-7557172	-7427809	-7473746
93	-7508002	-7452255	-7361447	-7604630	-7521776	-7438644	-7401824	-7556987	-7427038	-7473404
94	-7506694	-7452051	-7362154	-7603992	-7521636	-7439469	-7401546	-7556681	-7427678	-7474216
95	-7505914	-7452243	-7361781	-7601573	-7522291	-7440357	-7400135	-7557090	-7428561	-7474868
96	-7507390	-7450775	-7360311	-7601296	-7522267	-7440814	-7400990	-7556204	-7429028	-7475128
97	-7506765	-7451662	-7359162	-7600093	-7521890	-7440436	-7401222	-7554889	-7429246	-7475874
98	-7505768	-7452620	-7358101	-7599271	-7522757	-7440274	-7400667	-7555193	-7430554	-7475611
99	-7506346	-7452932	-7357864	-7597451	-7522696	-7440217	-7400749	-7555136	-7430572	-7476894
100	-7505943	-7452422	-7357333	-7596152	-7521567	-7440169	-7401834	-7555774	-7432125	-7478154
101	-7505670	-7451784	-7356065	-7595316	-7521658	-7439869	-7403022	-7555440	-7433344	-7478815
102	-7505158	-7450041	-7356081	-7594834	-7521385	-7439056	-7403737	-7555307	-7432284	-7478519
103	-7503885	-7448393	-7358269	-7594922	-7520970	-7440439	-7403285	-7555479	-7432835	-7479570
104	-7504589	-7448001	-7358956	-7595382	-7519236	-7441273	-7401956	-7555304	-7431760	-7479190
105	-7505425	-7446729	-7358858	-7594455	-7519589	-7440702	-7402964	-7555740	-7430878	-7478489
106	-7506307	-7447596	-7359427	-7594611	-7519993	-7441775	-7402679	-7557347	-7430634	-7477229
107	-7507140	-7448800	-7358996	-7595044	-7519962	-7440732	-7401241	-7557186	-7431269	-7478947
108	-7508290	-7448687	-7359559	-7595232	-7520349	-7441104	-7400238	-7556324	-7431861	-7480772
109	-7509585	-7449903	-7357980	-7595382	-7519692	-7441878	-7400395	-7554407	-7430600	-7481385
110	-7510151	-7450885	-7358286	-7595857	-7519521	-7442750	-7399804	-7553788	-7430972	-7481005
111	-7510641	-7451002	-7358686	-7596890	-7521190	-7443326	-7400764	-7553211	-7432521	-7482060
112	-7510610	-7451377	-7357474	-7598250	-7520854	-7445302	-7400362	-7553685	-7434547	-7482697
113	-7511338	-7449174	-7356564	-7597300	-7520511	-7445906	-7401429	-7553635	-7436171	-7482222
114	-7510873	-7447954	-7355452	-7596453	-7522930	-7444901	-7403405	-7556003	-7437708	-7482925
115	-7510623	-7447614	-7354472	-7595587	-7523610	-7442688	-7404379	-7556312	-7437839	-7482109
116	-7510071	-7445631	-7354120	-7593932	-7524091	-7442208	-7404159	-7557652	-7437839	-7482015
117	-7509819	-7446511	-7353931	-7593796	-7526373	-7441460	-7404290	-7557622	-7438193	-7480607
118	-7509762	-7445505	-7353984	-7592083	-7527248	-7441601	-7404778	-7557762	-7437219	-7480896
119	-7509252	-7446633	-7354516	-7592108	-7527821	-7441733	-7403872	-7558505	-7437495	-7483286
120	-7508561	-7446334	-7354783	-7591455	-7528179	-7441183	-7403784	-7558027	-7437817	-7483198
121	-7509718	-7445481	-7356499	-7592427	-7528644	-7441965	-7404335	-7558952	-7439024	-7483259
122	-7509238	-7447008	-7357874	-7593671	-7527160	-7443474	-7406727	-7561798	-7440526	-7483073
123	-7510589	-7447380	-7356579	-7595325	-7525724	-7444523	-7406560	-7562180	-7441517	-7484216
124	-7511459	-7447638	-7356334	-7597098	-7524921	-7444568	-7406990	-7563737	-7441319	-7484831
125	-7512409	-7448235	-7355441	-7596384	-7526490	-7445162	-7407766	-7563916	-7441753	-7485381
126	-7511983	-7447961	-7353856	-7596938	-7529403	-7445037	-7409165	-7564174	-7440562	-7484413
127	-7511794	-7448448	-7352972	-7596943	-7529812	-7443978	-7409583	-7563575	-7439140	-7486422
128	-7510101	-7448573	-7353423	-7596744	-7530080	-7441985	-7409647	-7563497	-7436824	-7485857
129	-7508873	-7448824	-7352715	-7596856	-7529318	-7441358	-7409196	-7563623	-7437124	-7486896
130	-7509143	-7447306	-7351756	-7595636	-7527798	-7440225	-7409550	-7565337	-7436893	-7487188
131	-7508086	-7447178	-7350700	-7594880	-7526774	-7438883	-7410434	-7565436	-7437605	-7486332
132	-7506766	-7447028	-7351954	-7594976	-7526676	-7438664	-7409931	-7566046	-7438767	-7487217
133	-7505995	-7448944	-7352990	-7595499	-7526084	-7438941	-7409833	-7567282	-7438899	-7489262
134	-7505621	-7449722	-7353450	-7596265	-7526239	-7437639	-7410505	-7568474	-7440105	-7489721
135	-7504899	-7451422	-7353329	-7598326	-7527207	-7439441	-7413446	-7568919	-7441367	-7488191
136	-7506495	-7451217	-7354416	-7599249	-7527592	-7438766	-7416477	-7569470	-7442317	-7486722
137	-7506169	-7449866	-7354199	-7599472	-7527226	-7439827	-7418384	-7570685	-7442813	-7485835
138	-7505496	-7448923	-7353209	-7599049	-7527305	-7439744	-7419625	-7570660	-7442442	-7484736
139	-7504236	-7448786	-7355347	-7598297	-7526204	-7441247	-7420063	-7570102	-7442327	-7486890
140	-7503444	-7448449	-7355711	-7599223	-7525360	-7441360	-7419984	-7570391	-7443377	-7487017
141	-7502844	-7447712	-7356626	-7596992	-7525097	-7440963	-7419181	-7571203	-7443366	-7486781
142	-7503315	-7448257	-7356818	-7595927	-7524966	-7438558	-7419353	-7571016	-7445038	-7487888
143	-7503504	-7448281	-7357533	-7596524	-7525067	-7437906	-7418472	-7572207	-7445493	-7489011
144	-7504653	-7448057	-7356077	-7597366	-7523840	-7438751	-7419088	-7573296	-7446024	-7488757
145	-7506150	-7448938	-7355042	-7597408	-7522761	-7438734	-7420002	-7572787	-7446812	-7487916
146	-7507561	-7448870	-7355800	-7596714	-7523029	-7438721	-7421125	-7572152	-7446210	-7487265
147	-7508893	-7449335	-7355856	-7598363	-7522483	-7439055	-7420856	-7573201	-7445783	-7486349
148	-7510250	-7448798	-7354933	-7600410	-7522513	-7440593	-7420992	-7573920	-7445647	-7485519
149	-7510344	-7450384	-7355334	-7600687	-7523264	-7439525	-7421944	-7575994	-7445775	-7486771
150	-7511073	-7450193	-7356388	-7600448	-7522948	-7438915	-7423664	-7576271	-7445507	-7488301
151	-7510817	-7451720	-7357055	-7599091	-7524108	-7438762	-7424932	-7576814	-7445090	-7488597
152	-7511083	-7452006	-7356428	-7597272	-7523702	-7437903	-7426897	-7577824	-7444721	-7489241
153	-7509705	-7450880	-7356921	-7596963	-7525065	-7437218	-7428120	-7577941	-7444211	-7489441
154	-7509092	-7449881	-7355889	-7596165	-7524720	-7434879	-7427463	-7579359	-7444836	-7488839
155	-7508489	-7449508	-7354945	-7594421	-7522169	-7432265	-7427647	-7579989	-7443727	-7487732
156	-7508474	-7450402	-7353878	-7594485	-7522334	-7431035	-7426657	-7580875	-7443763	-7487461
157	-7507470	-7451466	-7355099	-7594557	-7523421	-7430753	-7427072	-7582016	-7442581	-7488164
158	-7507982	-7453229	-7353161	-7593544	-7523550	-7430580	-7426317	-7582642	-7441876	-7487146
159	-7508091	-7453944	-7353628	-7592553	-7523637	-7430287	-7427461	-7583324	-7443113	-7485549
160	-7509205	-7454898	-7353840	-7592539	-7521849	-7429567	-7428876	-7583942	-7444658	-7484142
161	-7510906	-7456012	-7352858	-7591328	-7522853	-7429562	-7429649	-7582867	-7445020	-7483358
162	-7509863	-7454919	-7353320	-7591109	-7523072	-7429261	-7429404	-7583012	-7446283	-7482514
163	-7509697	-7455484	-7354438	-7591360	-7522040	-7428260	-7428902	-7582767	-7447050	-7482656
164	-7509686	-7456350	-7354138	-7591613	-7521247	-7428323	-7427575	-7582152	-7448562	-7482330
165	-7509153	-7456279	-7351403	-7589957	-7519618	-7427080	-7428678	-7580945	-7448879	-7481770
166	-7509120	-7456671	-7349991	-7586681	-7518410	-7426784	-7428040	-7582024	-7448203	-7480530
167	-7509372	-7456242	-7348947	-7585675	-7518630	-7425723	-7427347	-7582733	-7448438	-7480421
168	-7511416	-7455948	-7347574	-7586582	-7520883	-7426893	-7427509	-7584548	-7446218	-7480259
169	-7511405	-7456726	-7348088	-7585839	-7522340	-7429926	-7427892	-7584814	-7447678	-7480211
170	-7512776	-7457413	-7347204	-7583526	-7521361	-7430257	-7428922	-7585717	-7448619	-7479541
171	-7513353	-7457862	-7347506	-7582689	-7521483	-7431210	-7428185	-7586510	-7449604	-7479842
172	-7513066	-7456005	-7346454	-7582992	-7521296	-7431289	-7428354	-7586760	-7450343	-7479634
173	-7512760	-7455574	-7347306	-7582794	-7520682	-7431581	-7427459	-7587230	-7450390	-7478168
174	-7512963	-7455458	-7347345	-7582828	-7519902	-7430767	-7425472	-7587372	-7451836	-7477955
175	-7513173	-7455194	-7346754	-7584546	-7518328	-7431388	-7426217	-7587139	-7452039	-7477470
176	-7513781	-7454623	-7348156	-7585545	-7518321	-7432469	-7426318	-7588165	-7451060	-7475833
177	-7514477	-7453538	-7347395	-7586957	-7516481	-7434080	-7427524	-7589136	-7450453	-7474278
178	-7513962	-7453322	-7347474	-7587804	-7516902	-7434663	-7427034	-7588593	-7452300	-7474398
179	-7515968	-7453994	-7348360	-7586980	-7516072	-7435134	-7425992	-7587347	-7453317	-7473836
180	-7516605	-7455206	-7348326	-7586309	-7517400	-7435284	-7423606	-7586272	-7454577	-7474967
181	-7515448	-7455809	-7347645	-7585344	-7518494	-7434350	-7423264	-7584835	-7455721	-7474984
182	-7513713	-7456693	-7347383	-7584743	-7519327	-7432997	-7423487	-7584172	-7454695	-7475030
183	-7513325	-7458534	-7347218	-7585816	-7521106	-7432167	-7421954	-7583198	-7453075	-7475907
184	-7513797	-7457951	-7347258	-7586031	-7520385	-7433009	-7420320	-7581609	-7452845	-7475563
185	-7513883	-7456562	-7345590	-7585385	-7519855	-7433416	-7420580	-7580758	-7450647	-7476754
186	-7514424	-7456302	-7344943	-7586583	-7519818	-7434252	-7420573	-7581767	-7449437	-7477877
187	-7513829	-7456149	-7343755	-7587918	-7519574	-7435707	-7420716	-7582478	-7448648	-7477695
188	-7514069	-7454688	-7343225	-7589248	-7519139	-7437327	-7419307	-7583186	-7449350	-7478018
189	-7513682	-7453454	-7342336	-7588367	-7519521	-7437604	-7419273	-7584914	-7449250	-7478832
190	-7514160	-7454065	-7342233	-7589152	-7519695	-7436884	-7417525	-7584192	-7449326	-7478481
191	-7514509	-7454302	-7341956	-7590827	-7519542	-7435620	-7416508	-7584006	-7449074	-7477308
192	-7514943	-7454338	-7341758	-7591077	-7521142	-7433728	-7415480	-7584364	-7449819	-7475730
193	-7516171	-7453041	-7342053	-7591558	-7521652	-7432202	-7415413	-7585712	-7449840	-7474804
194	-7517769	-7452924	-7341725	-7593332	-7521408	-7431227	-7415074	-7586489	-7450205	-7474813
195	-7516696	-7452542	-7342320	-7595358	-7519883	-7431821	-7413998	-7588332	-7451324	-7474753
196	-7515467	-7452744	-7343136	-7596631	-7519316	-7431437	-7413703	-7589523	-7451711	-7474705
197	-7515718	-7453507	-7343582	-7598020	-7518172	-7432747	-7414251	-7591159	-7452504	-7474527
198	-7515796	-7453412	-7344703	-7598256	-7518204	-7433085	-7414296	-7590927	-7454267	-7474163
199	-7515621	-7454892	-7344679	-7599744	-7517972	-7432427	-7413463	-7589212	-7453071	-7474324
200	-7516246	-7456699	-7344458	-7601164	-7519135	-7430918	-7413413	-7589114	-7453631	-7474418
201	-7517701	-7455604	-7344129	-7602417	-7517933	-7430422	-7413248	-7588089	-7454459	-7473986
202	-7518040	-7456225	-7346107	-7601622	-7517910	-7430104	-7412139	-7587074	-7454784	-7474251
203	-7518318	-7453889	-7346389	-7601745	-7517160	-7429655	-7410787	-7586127	-7456314	-7473773
204	-7518143	-7452907	-7346974	-7602005	-7515226	-7429674	-7409174	-7586163	-7455049	-7473815
205	-7518308	-7452973	-7347383	-7602137	-7513676	-7428302	-7408276	-7586263	-7456661	-7474191
206	-7516718	-7453642	-7346797	-7602923	-7511517	-7427647	-7408518	-7586593	-7455133	-7474281
207	-7516976	-7453436	-7347222	-7603445	-7510482	-7426124	-7407429	-7585518	-7455420	-7474555
208	-7517890	-7455225	-7349179	-7602622	-7508200	-7425706	-7406039	-7584235	-7456202	-7475680
209	-7519127	-7455877	-7350055	-7604232	-7508087	-7425365	-7405231	-7583590	-7457558	-7475830
210	-7519684	-7456093	-7349351	-7605827	-7509761	-7424283	-7406042	-7584854	-7457319	-7475880
211	-7521112	-7456017	-7349466	-7606544	-7511482	-7423836	-7407264	-7584383	-7457534	-7476357
212	-7522975	-7455705	-7348049	-7608307	-7511810	-7422957	-7406648	-7584135	-7456091	-7475659
213	-7523626	-7455003	-7347396	-7607691	-7511367	-7422355	-7406962	-7584415	-7454857	-7473932
214	-7523026	-7452630	-7347539	-7608122	-7509577	-7422816	-7407658	-7584213	-7453549	-7473901
215	-7521992	-7452969	-7348167	-7607577	-7508722	-7423594	-7407678	-7584770	-7451567	-7473051
216	-7521028	-7452329	-7346640	-7606346	-7509128	-7425044	-7407220	-7586245	-7451531	-7472737
217	-7522363	-7451279	-7348143	-7606471	-7508486	-7424318	-7407048	-7586715	-7450277	-7472543
218	-7519724	-7451140	-7348934	-7608494	-7509177	-7423566	-7406317	-7584496	-7450032	-7471986
219	-7519276	-7449130	-7348824	-7609097	-7510120	-7423140	-7406141	-7583815	-7448024	-7472153
220	-7519454	-7448794	-7349756	-7609372	-7510518	-7422217	-7405103	-7582540	-7447770	-7472554
221	-7520114	-7449984	-7349629	-7609288	-7511826	-7421396	-7403894	-7581017	-7446874	-7472582
222	-7520651	-7450434	-7348498	-7610598	-7513048	-7421908	-7403350	-7580278	-7445901	-7472108
223	-7519453	-7451345	-7347333	-7610852	-7514309	-7422660	-7405098	-7579144	-7446737	-7473024
224	-7519181	-7453026	-7345774	-7609918	-7514287	-7423007	-7403513	-7578727	-7448715	-7472007
225	-7519263	-7453099	-7344841	-7607815	-7514503	-7421943	-7404581	-7576669	-7448677	-7472612
226	-7516402	-7453460	-7344568	-7607556	-7515248	-7421497	-7406067	-7576511	-7448463	-7470823
227	-7514245	-7454082	-7345677	-7607017	-7516160	-7420050	-7407355	-7575528	-7449047	-7468960
228	-7512835	-7452083	-7347315	-7606497	-7518459	-7418206	-7408073	-7574922	-7448729	-7468240
229	-7512772	-7450739	-7348098	-7608060	-7518738	-7418160	-7407658	-7574185	-7448335	-7468305
230	-7512892	-7450417	-7347955	-7608225	-7518183	-7416984	-7407779	-7573914	-7446021	-7467420
231	-7512249	-7450761	-7348218	-7607131	-7520239	-7417011	-7406125	-7572543	-7444596	-7467137
232	-7512196	-7451394	-7348526	-7606856	-7521838	-7417680	-7405626	-7572276	-7441656	-7466565
233	-7512595	-7451132	-7348468	-7605627	-7521348	-7419307	-7405335	-7572760	-7438459	-7466504
234	-7511937	-7451196	-7348954	-7605155	-7521077	-7420127	-7404919	-7572858	-7437776	-7467600
235	-7512003	-7452161	-7349597	-7604676	-7521189	-7419561	-7405488	-7572263	-7437823	-7467127
236	-7512511	-7451092	-7350640	-7604789	-7521000	-7420607	-7406235	-7572178	-7438041	-7469047
237	-7513606	-7452093	-7351482	-7605988	-7521907	-7422009	-7407768	-7573526	-7437483	-7468927
238	-7513420	-7452737	-7351918	-7606925	-7521547	-7421397	-7407590	-7574046	-7436614	-7468650
239	-7513842	-7452194	-7352272	-7608104	-7521276	-7423120	-7407310	-7574550	-7436049	-7468996
240	-7512823	-7453768	-7352613	-7607359	-7521977	-7423478	-7408400	-7573765	-7434045	-7470423
241	-7512054	-7453946	-7352706	-7605576	-7523220	-7422699	-7407196	-7570783	-7433269	-7469544
242	-7509431	-7454397	-7354448	-7604448	-7525343	-7423199	-7407539	-7570851	-7431767	-7467767
243	-7508703	-7455171	-7355746	-7603380	-7526200	-7422914	-7407430	-7570396	-7431677	-7467057
244	-7509401	-7454633	-7356785	-7603904	-7526907	-7421970	-7406837	-7569572	-7430891	-7465909
245	-7510145	-7453434	-7357177	-7604637	-7527007	-7423516	-7407232	-7568326	-7431917	-7466337
246	-7509651	-7451404	-7356916	-7604702	-7528703	-7424678	-7407231	-7567153	-7432961	-7465463
247	-7510217	-7450574	-7355651	-7605083	-7529584	-7425386	-7407445	-7567100	-7432727	-7466182
248	-7510695	-7451103	-7353629	-7605168	-7531192	-7426717	-7408901	-7567280	-7431768	-7464764
249	-7509877	-7451764	-7353740	-7604052	-7532948	-7427130	-7410888	-7566314	-7429914	-7465750
250	-7509173	-7451573	-7354232	-7602751	-7533206	-7426977	-7410615	-7566715	-7428151	-7465697
251	-7510634	-7451701	-7352769	-7602284	-7534205	-7428805	-7410217	-7566602	-7426825	-7462872
252	-7512148	-7452514	-7353420	-7600230	-7534054	-7429263	-7410940	-7566641	-7426259	-7462794
253	-7512387	-7453158	-7354457	-7599675	-7533272	-7431153	-7410117	-7564895	-7425445	-7461923
254	-7511362	-7453127	-7354355	-7599249	-7533219	-7431016	-7407371	-7564424	-7425378	-7461811
255	-7511917	-7452995	-7354186	-7598727	-7532120	-7431338	-7404105	-7562962	-7423843	-7461588
256	-7511187	-7452745	-7354638	-7597596	-7531076	-7432412	-7402081	-7561742	-7423697	-7461787
257	-7511227	-7453158	-7355102	-7596893	-7529911	-7432882	-7401779	-7559778	-7423012	-7461241
258	-7511586	-7453353	-7354873	-7595333	-7528388	-7432782	-7402833	-7559151	-7422121	-7459109
259	-7511988	-7452013	-7354166	-7593549	-7528466	-7433247	-7402453	-7557634	-7420668	-7457965
260	-7512078	-7451668	-7352829	-7594286	-7528227	-7432653	-7404837	-7555446	-7421019	-7458649
261	-7513400	-7450511	-7352412	-7595365	-7528005	-7432983	-7405825	-7555991	-7420570	-7457351
262	-7513441	-7450171	-7353024	-7594884	-7528747	-7432414	-7406573	-7554446	-7421350	-7457273
263	-7513755	-7449595	-7353222	-7595424	-7528448	-7431207	-7408019	-7553243	-7422416	-7456695
264	-7513664	-7448566	-7353688	-7595536	-7529209	-7430818	-7407476	-7553639	-7421833	-7456558
265	-7512925	-7446945	-7355142	-7593139	-7528575	-7430999	-7408225	-7552911	-7420423	-7456765
266	-7511694	-7445891	-7356739	-7591390	-7528262	-7431530	-7409629	-7551291	-7420792	-7456457
