#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
72	-110173	-109669	-117489	-104076	-109458	-116456	-102452	-108245	-102282	-110350
73	-110117	-109719	-117524	-104088	-109584	-116460	-102418	-108125	-102359	-110247
74	-110288	-109680	-117677	-104080	-109737	-116375	-102520	-108039	-102348	-110257
75	-110376	-109626	-117744	-104132	-109887	-116269	-102463	-107856	-102222	-110336
76	-110383	-109680	-117866	-104075	-110066	-116290	-102455	-107800	-102193	-110337
77	-110367	-109696	-117860	-103994	-110288	-116349	-102415	-107727	-102390	-110379
78	-110435	-109473	-117744	-103869	-110494	-116422	-102291	-107743	-102576	-110198
79	-110160	-109556	-117660	-103795	-110601	-116441	-102189	-107914	-102654	-110337
80	-110231	-109567	-117768	-103690	-110516	-116390	-102140	-108049	-102642	-110312
81	-110287	-109633	-117710	-103762	-110529	-116499	-102249	-108127	-102745	-110149
82	-110240	-109574	-117628	-103910	-110638	-116602	-102237	-108227	-102672	-109865
83	-110216	-109556	-117534	-103795	-110696	-116669	-102372	-108214	-102507	-109630
84	-110303	-109856	-117421	-103850	-110885	-116798	-102380	-107989	-102400	-109609
85	-110408	-109885	-117585	-103864	-111107	-116920	-102410	-108006	-102434	-109678
86	-110297	-110040	-117671	-103941	-111110	-117070	-102405	-107913	-102421	-109664
87	-110353	-110271	-117540	-103960	-111156	-116996	-102393	-107791	-102403	-109703
88	-110453	-110507	-117595	-103841	-111175	-117181	-102360	-107662	-102483	-109932
89	-110393	-110732	-117531	-103669	-111252	-117311	-102484	-107581	-102542	-109985
90	-110681	-111071	-117562	-103497	-111247	-117262	-102558	-107228	-102573	-109993
91	-110956	-111180	-117735	-103409	-111367	-117218	-102612	-107005	-102717	-109983
92	-111104	-111141	-117861	-103249	-111437	-117154	-102883	-106883	-102738	-109863
93	-111093	-111159	-117695	-103276	-111418	-116996	-103052	-106874	-102859	-109811
94	-111199	-111034	-117823	-103297	-111360	-116989	-103041	-107000	-102943	-109702
95	-111359	-110937	-117751	-103287	-111365	-116879	-103109	-107027	-102879	-109556
96	-111491	-110815	-117722	-103248	-111390	-116825	-103199	-107185	-102767	-109538
97	-111549	-110738	-117757	-103230	-111511	-116843	-103140	-107222	-102577	-109250
98	-111454	-110911	-117826	-103110	-111559	-116657	-103153	-107229	-102334	-109348
99	-111601	-110937	-117704	-103034	-111486	-116829	-103292	-107349	-102285	-109368
100	-111660	-111044	-117764	-103060	-111424	-116936	-103291	-107310	-102169	-109205
101	-111792	-111085	-117829	-103078	-111573	-116880	-103212	-107227	-102294	-109263
102	-111801	-111015	-117701	-102956	-111563	-116768	-103257	-107308	-102416	-109368
103	-111896	-110915	-117548	-102899	-111584	-116567	-103302	-107390	-102549	-109369
104	-111949	-110909	-117427	-102849	-111557	-116545	-103374	-107441	-102429	-109405
105	-112081	-110887	-117283	-102850	-111549	-116493	-103373	-107573	-102492	-109431
106	-112146	-110804	-116919	-102837	-111427	-116334	-103257	-107697	-102513	-109418
107	-112311	-110856	-116921	-102917	-111330	-116278	-103385	-107947	-102549	-109446
108	-112448	-110792	-117143	-102819	-111132	-116243	-103486	-108161	-102448	-109407
109	-112435	-110668	-117217	-102857	-111115	-116240	-103541	-108278	-102461	-109371
110	-112522	-110646	-117386	-102824	-111088	-116188	-103804	-108136	-102431	-109363
111	-112522	-110499	-117309	-102773	-111108	-116074	-103791	-108111	-102405	-109328
112	-112595	-110342	-117428	-102960	-111117	-115867	-103967	-108190	-102436	-109553
113	-112470	-110229	-117312	-103049	-111035	-115906	-103903	-108198	-102465	-109653
114	-112425	-110182	-117172	-103004	-110939	-116083	-103808	-108325	-102494	-109579
115	-112379	-110135	-117031	-103076	-110868	-116393	-103646	-108321	-102485	-109615
116	-112431	-110059	-116997	-102888	-110685	-116415	-103778	-108165	-102594	-109723
117	-112547	-109793	-116888	-102725	-110458	-116377	-103714	-108135	-102594	-109790
118	-112549	-109531	-116770	-102595	-110560	-116348	-103845	-108120	-102657	-109870
119	-112437	-109316	-116699	-102768	-110818	-116414	-103771	-108092	-102580	-109829
120	-112446	-109225	-116680	-102711	-110923	-116302	-103708	-108164	-102558	-109658
121	-112552	-109123	-116822	-102668	-111043	-116109	-103605	-108279	-102572	-109407
122	-112779	-108855	-116743	-102659	-110940	-115786	-103495	-108618	-102688	-109239
123	-112814	-108852	-116527	-102579	-110945	-115563	-103507	-108642	-102732	-109246
124	-112528	-108792	-116275	-102667	-110911	-115417	-103659	-108652	-102581	-109083
125	-112413	-108644	-116270	-102637	-110849	-115416	-103853	-108581	-102625	-109216
126	-112476	-108488	-116121	-102478	-110691	-115509	-103721	-108566	-102655	-109062
127	-112505	-108215	-116089	-102375	-110550	-115507	-103711	-108609	-102565	-109091
128	-112589	-107918	-116062	-102353	-110605	-115585	-104053	-108780	-102626	-108958
129	-112712	-107682	-116093	-102354	-110570	-115672	-104070	-108872	-102464	-108839
130	-112733	-107551	-116184	-102336	-110674	-115619	-104171	-108896	-102407	-108761
131	-112707	-107373	-116046	-102369	-110618	-115655	-104342	-108963	-102269	-108739
132	-112816	-107128	-115773	-102536	-110630	-115587	-104254	-109140	-102176	-108953
133	-112863	-107153	-115873	-102520	-110427	-115356	-104332	-109151	-102182	-109101
134	-112915	-107220	-115816	-102583	-110226	-114998	-104397	-109285	-102232	-109036
135	-112884	-107236	-115774	-102478	-110193	-114859	-104432	-109411	-102161	-109139
136	-112899	-107033	-115766	-102371	-110083	-114656	-104473	-109478	-102144	-109030
137	-112818	-106787	-115649	-102374	-110021	-114694	-104603	-109268	-102104	-108984
138	-112989	-106557	-115630	-102378	-110052	-114566	-104795	-109303	-102202	-109037
139	-112941	-106155	-115543	-102315	-110120	-114579	-104931	-109311	-102088	-109111
140	-112730	-105846	-115431	-102377	-109994	-114537	-105060	-109216	-102083	-109144
141	-112636	-105673	-115396	-102337	-110027	-114541	-105377	-109275	-101867	-109161
142	-112632	-105497	-115261	-102386	-110118	-114473	-105405	-109308	-101753	-109255
143	-112573	-105365	-115305	-102454	-110220	-114425	-105432	-109306	-101689	-109276
144	-112596	-105357	-115230	-102604	-109991	-114317	-105593	-109208	-101638	-109454
145	-112476	-105285	-115146	-102744	-109939	-114257	-105623	-109187	-101674	-109529
146	-112625	-105297	-115116	-102838	-109993	-114421	-105579	-109176	-101690	-109563
147	-112732	-105214	-115307	-103083	-109914	-114530	-105694	-109116	-101811	-109572
148	-112866	-104854	-115140	-102973	-109790	-114623	-105691	-109070	-101654	-109490
149	-112988	-104643	-114928	-102908	-109636	-114623	-105743	-108911	-101629	-109615
150	-113034	-104464	-114966	-103074	-109494	-114428	-105544	-108788	-101732	-109736
151	-113114	-104314	-115046	-103046	-109475	-114451	-105549	-108697	-101496	-109802
152	-113152	-104267	-115003	-103076	-109344	-114658	-105471	-108532	-101426	-110072
153	-113065	-104339	-115062	-102936	-109458	-114806	-105453	-108483	-101540	-110257
154	-112853	-104090	-115173	-102860	-109465	-114985	-105283	-108627	-101588	-110456
155	-112750	-103923	-115083	-102730	-109506	-115241	-105265	-108616	-101500	-110544
156	-112842	-103848	-115004	-102629	-109368	-115132	-105300	-108684	-101486	-110562
157	-112895	-103877	-115030	-102778	-109118	-114971	-105099	-108582	-101664	-110546
158	-112887	-103804	-115183	-102588	-109171	-115009	-105007	-108547	-101706	-110605
159	-112899	-103650	-115166	-102584	-109095	-114929	-104922	-108550	-101627	-110732
160	-112797	-103747	-115133	-102784	-109132	-114811	-104926	-108453	-101656	-110634
161	-112694	-103523	-115038	-102753	-108942	-114684	-104775	-108534	-101764	-110676
162	-112720	-103601	-114820	-102731	-108814	-114848	-104667	-108707	-101824	-110791
163	-112720	-103433	-114758	-102717	-108685	-114948	-104686	-108591	-101793	-110769
164	-112535	-103459	-114511	-102610	-108674	-115126	-104706	-108702	-101766	-110760
165	-112647	-103540	-114492	-102653	-108408	-115353	-104535	-108670	-101846	-110795
166	-112584	-103443	-114346	-102736	-108273	-115555	-104561	-108517	-101825	-110858
167	-112530	-103360	-114313	-102959	-108032	-115829	-104533	-108483	-101832	-110783
168	-112387	-103214	-114408	-103011	-107932	-116046	-104362	-108349	-101935	-110919
169	-112398	-103131	-114466	-102930	-108015	-115916	-103983	-108410	-101979	-111187
170	-112358	-103110	-114446	-103037	-107952	-116039	-103871	-108338	-101776	-111152
171	-112415	-102932	-114400	-103238	-107880	-115966	-103624	-108519	-101630	-111250
172	-112369	-102947	-114193	-103345	-107802	-115956	-103230	-108497	-101666	-111339
173	-112320	-102897	-114241	-103312	-107800	-116192	-102916	-108225	-101356	-111424
174	-112271	-102745	-114441	-103326	-107660	-116260	-102858	-108213	-101417	-111621
175	-112158	-102649	-114533	-103279	-107726	-116376	-102829	-108252	-101353	-111660
176	-112170	-102655	-114734	-103411	-107785	-116579	-102792	-108193	-101509	-111771
177	-112129	-102678	-114849	-103503	-107758	-116539	-102616	-108309	-101633	-111833
178	-112181	-102728	-114804	-103440	-107696	-116562	-102557	-108327	-101561	-111622
179	-112111	-102742	-114965	-103388	-107619	-116657	-102504	-108397	-101547	-111537
180	-112053	-102879	-114920	-103497	-107683	-116801	-102505	-108584	-101503	-111480
181	-112052	-103086	-114951	-103549	-107693	-116801	-102395	-108820	-101512	-111753
182	-112121	-103125	-114859	-103483	-107532	-116874	-102149	-108880	-101542	-111699
183	-112031	-103237	-114478	-103464	-107384	-116730	-101850	-108979	-101487	-111738
184	-111918	-103523	-114352	-103402	-107454	-116714	-101551	-108916	-101568	-111668
185	-111734	-103614	-114174	-103553	-107461	-116851	-101296	-109148	-101393	-111625
186	-111620	-103556	-114102	-103570	-107445	-116790	-101081	-109150	-101511	-111432
187	-111818	-103774	-114064	-103484	-107519	-116623	-100823	-109080	-101704	-111314
188	-111813	-103874	-113825	-103469	-107388	-116697	-100683	-109246	-101742	-111256
189	-111769	-103737	-113506	-103483	-107276	-116628	-100697	-109111	-101745	-111085
190	-111521	-103800	-113539	-103707	-107246	-116708	-100678	-108867	-101633	-111053
191	-111385	-103794	-113399	-103795	-107073	-116734	-100561	-108860	-101588	-111163
192	-111261	-103766	-113256	-103810	-107074	-116593	-100569	-108994	-101592	-111135
193	-110991	-103739	-113313	-103858	-106991	-116734	-100402	-109165	-101514	-110955
194	-110816	-103909	-113254	-103758	-107045	-116767	-100470	-109182	-101486	-110927
195	-110803	-104105	-113276	-103802	-106878	-116854	-100462	-109272	-101827	-110726
196	-110811	-104087	-113295	-103950	-106744	-116755	-100409	-109248	-101696	-110739
197	-110772	-104399	-113348	-104039	-106742	-116651	-100470	-109272	-101533	-110829
198	-110910	-104558	-113238	-104261	-106855	-116555	-100442	-109336	-101570	-110893
199	-110991	-104703	-113238	-104320	-106970	-116437	-100463	-109330	-101614	-111007
200	-110870	-104790	-113249	-104330	-107001	-116360	-100423	-109474	-101576	-111243
201	-110901	-104884	-113277	-104124	-106909	-116302	-100340	-109427	-101600	-111438
202	-110960	-104808	-113214	-104196	-106785	-116255	-100299	-109462	-101633	-111471
203	-110929	-104610	-113177	-104217	-106834	-116193	-100316	-109446	-101832	-111365
204	-110915	-104739	-112991	-104118	-106780	-116083	-100447	-109407	-101904	-111224
205	-110869	-104954	-112851	-104001	-106775	-115807	-100440	-109332	-102029	-111174
206	-110838	-105055	-112810	-104110	-106782	-115803	-100393	-109341	-102169	-111045
207	-110790	-105101	-112832	-104130	-106851	-115799	-100275	-109497	-102234	-111042
208	-110849	-105096	-112841	-104127	-106854	-115728	-100215	-109683	-102325	-110983
209	-110681	-105047	-112757	-104155	-106873	-115801	-100169	-109934	-102384	-111016
210	-110387	-105199	-112715	-104281	-107009	-115749	-100091	-110000	-102495	-110905
211	-110024	-105219	-112793	-104407	-107010	-115711	-99995	-110018	-102473	-110887
212	-109992	-105315	-112695	-104378	-107178	-115836	-99929	-110068	-102467	-110774
213	-109833	-105489	-112653	-104527	-107213	-115874	-99710	-110107	-102414	-110720
214	-109733	-105679	-112742	-104561	-107123	-115785	-99652	-110078	-102688	-110554
215	-109865	-105862	-112771	-104542	-107071	-115879	-99798	-109748	-102852	-110442
216	-109952	-106078	-112835	-104447	-107067	-115884	-99971	-109608	-102918	-110635
217	-109907	-106138	-112905	-104506	-106933	-115883	-99794	-109506	-103195	-110697
218	-109947	-106157	-113040	-104508	-107004	-115723	-99668	-109471	-103280	-110720
219	-109952	-106383	-113034	-104406	-107037	-115713	-99652	-109536	-103396	-110730
220	-109721	-106374	-112937	-104355	-107121	-115724	-99767	-109608	-103136	-110629
221	-109591	-106247	-113037	-104233	-107164	-115737	-99786	-109697	-103014	-110504
222	-109457	-106382	-113080	-104248	-107203	-115935	-99744	-109725	-102790	-110514
223	-109240	-106388	-113326	-104246	-107301	-116046	-99873	-109961	-102831	-110471
224	-109164	-106507	-113508	-104215	-107137	-116182	-99982	-109959	-102752	-110414
225	-109024	-106660	-113649	-104248	-107172	-115945	-100036	-109850	-102599	-110804
226	-108929	-106824	-113717	-104244	-107160	-115834	-100275	-109757	-102516	-110837
227	-108902	-107093	-113492	-104235	-107037	-115901	-100235	-109784	-102710	-110770
228	-108929	-107196	-113310	-104308	-107086	-115878	-100153	-109546	-102726	-110988
229	-109045	-107159	-113543	-104486	-107204	-115881	-100024	-109548	-102890	-110899
230	-109137	-107380	-113688	-104557	-107293	-115927	-99974	-109483	-102851	-110800
231	-109019	-107249	-113682	-104417	-107162	-115976	-99813	-109315	-102619	-110698
232	-109091	-107190	-113810	-104378	-107198	-115825	-99816	-109240	-102468	-110644
233	-109174	-107354	-114022	-104159	-107474	-115634	-99909	-109033	-102339	-110587
234	-109043	-107460	-113991	-104022	-107676	-115256	-99929	-108847	-102200	-110490
235	-109096	-107631	-114180	-104083	-107737	-115113	-99832	-108831	-102003	-110519
236	-108982	-107830	-114329	-104089	-107893	-115142	-99946	-108804	-101943	-110565
237	-108885	-108111	-114391	-104078	-107868	-114955	-99843	-108820	-101836	-110642
238	-109092	-108232	-114540	-104008	-107763	-114983	-99933	-108892	-101771	-110727
239	-109444	-108215	-114602	-103917	-107647	-115153	-100020	-108762	-101834	-111044
240	-109540	-108310	-114606	-103915	-107542	-115264	-100138	-108873	-101760	-111228
241	-109481	-108511	-114745	-103926	-107495	-115579	-100424	-108834	-101752	-111324
242	-109523	-108311	-114750	-104008	-107670	-115743	-100498	-108911	-101830	-111335
243	-109749	-108124	-114709	-104035	-107889	-115722	-100569	-108854	-101844	-111322
244	-109880	-108347	-114747	-103979	-107932	-115628	-100608	-108715	-101833	-111319
245	-109860	-108591	-114944	-103952	-107975	-115518	-100599	-108603	-101834	-111303
246	-109889	-108776	-115085	-103886	-108204	-115740	-100522	-108634	-101847	-111265
247	-110049	-109045	-115140	-104009	-108355	-115946	-100179	-108458	-101743	-111353
248	-110150	-109287	-115085	-104003	-108311	-115803	-100096	-108316	-101839	-111377
249	-110271	-109595	-115060	-104018	-108227	-115925	-99904	-108390	-101953	-111486
250	-110499	-109710	-115365	-104021	-108211	-115898	-99788	-108403	-101912	-111581
251	-110534	-109740	-115695	-103954	-108284	-115965	-99838	-108314	-101862	-111498
252	-110618	-109667	-115723	-104093	-108563	-115997	-100055	-108144	-101712	-111454
253	-110558	-109742	-115960	-104194	-108735	-116064	-100119	-108093	-101551	-111581
254	-110575	-109757	-115890	-104166	-108833	-116143	-100103	-107872	-101481	-111569
255	-110561	-109817	-115776	-104219	-108989	-116180	-100153	-107903	-101483	-111440
256	-110485	-109888	-115862	-104267	-108994	-116155	-100129	-107915	-101538	-111403
257	-110490	-110078	-115935	-104334	-108752	-116294	-100226	-107724	-101574	-111339
258	-110556	-110274	-116106	-104406	-108498	-116342	-100396	-107645	-101590	-111238
259	-110550	-110432	-116142	-104403	-108429	-116517	-100456	-107640	-101300	-111207
260	-110575	-110336	-116172	-104438	-108409	-116631	-100369	-107472	-101139	-111168
261	-110574	-110396	-116339	-104496	-108400	-116490	-100453	-107636	-101055	-111196
262	-110643	-110477	-116474	-104690	-108375	-116644	-100822	-107583	-100922	-111310
263	-110673	-110669	-116617	-104539	-108528	-116623	-100730	-107515	-100753	-111168
264	-110683	-110681	-116734	-104258	-108598	-116640	-100734	-107445	-100711	-111153
265	-110730	-110710	-116760	-104148	-108616	-116560	-100765	-107292	-100612	-111386
266	-110870	-110786	-116617	-104072	-108539	-116418	-100752	-107411	-100488	-111458
267	-110871	-110869	-116585	-104116	-108681	-116209	-100717	-107226	-100340	-111671
268	-110954	-110884	-116645	-104221	-108555	-116341	-100684	-107192	-100174	-111661
269	-111077	-110703	-116561	-104076	-108596	-116390	-100727	-107313	-100024	-111555
270	-110867	-110563	-116591	-104107	-108649	-116255	-100694	-107186	-100174	-111650
271	-110862	-110631	-116646	-104164	-108779	-116148	-100789	-107258	-100265	-111485
272	-110957	-110680	-116806	-104333	-108785	-115958	-100867	-107303	-100339	-111278
273	-111109	-110540	-116873	-104326	-108849	-115812	-101016	-107303	-100364	-111145
274	-111210	-110529	-116946	-104486	-108847	-115763	-101126	-107406	-100311	-111174
275	-111222	-110498	-117037	-104688	-108634	-115786	-101180	-107382	-100170	-111013
276	-111269	-110404	-116998	-104552	-108522	-115720	-101302	-107568	-99933	-110948
277	-111341	-110337	-116653	-104705	-108464	-115674	-101213	-107541	-99860	-110963
278	-111336	-110360	-116672	-104720	-108552	-115649	-101237	-107608	-99851	-110781
279	-111555	-110396	-116509	-104624	-108753	-115740	-101382	-107754	-99627	-110816
280	-111718	-110671	-116348	-104511	-108932	-115780	-101565	-107874	-99435	-110799
281	-111807	-110566	-116477	-104583	-109113	-115711	-101554	-107778	-99233	-110645
282	-111653	-110566	-116513	-104716	-109450	-115626	-101518	-108033	-99209	-110740
283	-111778	-110602	-116571	-104732	-109416	-115510	-101561	-108251	-99308	-110701
284	-111748	-110503	-116518	-104810	-109512	-115481	-101626	-108290	-99235	-110666
285	-111936	-110501	-116619	-104563	-109472	-115550	-101797	-108335	-99196	-110602
286	-111952	-110466	-116430	-104192	-109394	-115200	-101931	-108325	-99188	-110725
287	-112066	-110534	-116421	-104101	-109315	-115101	-102191	-108580	-99068	-110703
288	-111875	-110378	-116461	-103970	-109370	-114955	-102213	-108783	-98892	-110611
289	-111859	-110257	-116353	-103954	-109525	-114950	-102079	-108738	-98791	-110483
290	-111850	-110291	-116181	-103869	-109615	-115040	-102159	-108697	-98896	-110359
291	-111889	-110323	-116168	-103840	-109668	-114964	-102352	-108689	-99024	-110266
292	-112113	-110355	-116106	-103897	-109714	-114947	-102528	-108920	-99268	-110426
293	-112082	-110410	-115993	-103840	-109652	-115041	-102530	-108839	-99323	-110479
294	-112181	-110255	-115892	-103885	-109879	-114908	-102492	-108768	-99385	-110474
295	-112352	-110309	-115913	-103854	-109798	-114820	-102648	-108752	-99333	-110448
296	-112460	-110293	-115877	-103924	-109916	-114862	-102858	-108626	-99305	-110317
297	-112486	-110176	-115973	-104094	-110062	-114650	-102986	-108565	-99117	-110335
298	-112575	-109991	-115740	-104233	-109863	-114687	-103053	-108622	-98923	-110326
299	-112484	-109941	-115645	-104109	-109857	-114620	-103189	-108398	-98974	-110438
300	-112571	-109735	-115498	-104177	-109774	-114453	-103373	-108238	-99048	-110422
301	-112507	-109691	-115507	-104065	-109759	-114409	-103395	-108161	-98997	-110548
302	-112718	-109575	-115566	-104107	-109676	-114342	-103361	-108167	-98968	-110564
303	-112858	-109381	-115588	-104020	-109473	-114388	-103419	-108329	-98787	-110769
304	-112871	-109226	-115549	-103805	-109304	-114387	-103456	-108294	-98784	-110870
305	-112902	-109217	-115509	-103824	-109273	-114453	-103601	-108392	-98648	-110942
306	-112997	-109044	-115608	-103766	-109161	-114700	-103706	-108549	-98577	-110992
307	-113064	-108768	-115749	-103788	-109299	-114558	-103909	-108563	-98592	-110934
308	-113068	-108661	-115777	-103712	-109442	-114423	-104076	-108609	-98614	-111001
309	-113121	-108346	-115617	-103560	-109318	-114351	-104212	-108656	-98660	-110863
310	-113207	-108314	-115649	-103565	-109408	-114454	-104236	-108823	-98668	-110739
311	-113332	-108428	-115699	-103552	-109044	-114509	-104379	-108689	-98658	-110603
312	-113593	-108486	-115750	-103597	-109002	-114521	-104486	-108404	-98670	-110516
313	-113568	-108393	-115658	-103592	-108836	-114636	-104671	-108418	-98797	-110820
314	-113580	-108332	-115516	-103394	-108841	-114670	-104791	-108369	-98666	-110910
315	-113508	-108404	-115483	-103366	-109009	-114641	-104900	-108311	-98742	-110795
316	-113518	-108164	-115355	-103432	-108942	-114625	-104994	-108404	-98858	-110794
317	-113215	-108035	-115665	-103455	-108929	-114855	-105100	-108496	-98825	-110740
318	-113056	-107794	-115567	-103545	-109120	-114999	-105086	-108490	-98756	-110640
319	-113062	-107540	-115527	-103588	-109222	-115031	-105110	-108561	-98841	-110485
320	-112912	-107524	-115510	-103865	-109307	-115006	-105137	-108693	-98957	-110487
321	-112815	-107411	-115695	-103946	-109289	-115047	-105294	-108690	-99067	-110453
322	-112719	-107411	-115634	-104007	-109257	-115190	-105215	-108891	-98994	-110559
323	-112576	-107210	-115651	-104125	-109074	-115115	-105210	-108971	-99011	-110624
324	-112620	-107008	-115716	-104094	-108874	-115095	-105227	-109177	-99109	-110681
325	-112600	-106851	-115590	-103940	-108865	-115035	-105332	-109201	-99059	-110741
326	-112562	-106552	-115582	-103772	-108843	-115020	-105454	-108916	-99019	-110718
327	-112611	-106483	-115495	-103796	-108901	-115108	-105498	-108551	-98806	-110662
328	-112564	-106391	-115556	-103792	-108967	-114978	-105398	-108446	-98777	-110511
329	-112643	-106284	-115577	-103733	-108923	-114990	-105414	-108415	-98621	-110370
330	-112726	-106260	-115587	-103663	-108811	-115241	-105274	-108532	-98516	-110362
